This	December 11, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	HAWAII, by James Michener.	1	56
""			
2	ADVISE AND CONSENT, by Allen Drury.	2	70
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	3	19
""			
4	THE DEAN'S WATCH, by Elizabeth Goudge.	4	9
""			
5	MISTRESS OF MELLYN, by Victoria Holt.	5	12
""			
6	THE LEOPARD, by Guiseppe di Lampedusa.	6	31
""			
7	THE LOVELY AMBITION, by Mary Ellen Chase.	7	24
""			
8	DECISION AT DELPHI, by Helen MacInnes.	8	5
""			
9	THE LAST OF THE JUST, by Andre Schwarz-Bart.	11	4
""			
10	THE CHILD BUYER, by John Hersey.	9	8
""			
11	THE LISTENER, by Taylor Caldwell.	10	10
""			
12	THE NYLON PIRATES, by Nicholas Monsarrat.	12	6
""			
13	THE CHAPMAN REPORT, by Irving Wallace.	--	27
""			
14	THE HOUSE OF FIVE TALENTS, by Louis Auchincloss.	14	10
""			
15	POMP AND CIRCUMSTANCE, by Noel Coward.	15	2
""			
16	RABBIT, RUN, by John Updike.	16	3
This	December 11, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	6
""			
2	THE WASTE MAKERS, by Vance Packard.	2	11
""			
3	BORN FREE, by Joy Adamson.	3	31
""			
4	BARUCH: THE PUBLIC YEARS, by Bernard M Baruch.	5	7
""			
5	THE POLITICS OF UPHEAVAL, by Arthur Schlesinger.	4	11
""			
6	THE AMERICAN HERITAGE PICTURE HISTORY OF THE CIVIL WAR, by	8	5
""	Bruce Catton.		
""			
7	THE SNAKE HAS ALL THE LINES, by Jean Kerr.	12	4
""			
8	VANITY FAIR, by Cleveland Amory and Frederic Bradlee.	16	2
""			
9	FOLK MEDICINE, by Deforest Clinton Jarvis.	6	87
""			
10	TAKEN AT THE FLOOD, by John Gunther.	11	13
""			
11	ARTHRITIS AND FOLK MEDICINE, by Deforest Clinton Jarvis.	9	8
""			
12	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	14	24
""			
13	ENJOY, ENJOY!, by Harry Golden.	13	20
""			
14	HOW I MADE $2,000,000 IN THE STOCK MARKET, by Nicolas Darvas.	10	24
""			
15	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	15	25
""			
16	KENNEDY OR NIXON: DOES IT MAKE ANY DIFFERENCE?, by Arthur Meier	7	8
""	Schlesinger.		
