This	August 3, 1969	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOVE MACHINE, by Jacqueline Susann.	1	11
""			
2	PORTNOY'S COMPLAINT, by Philip Roth.	2	24
""			
3	THE GODFATHER, by Mario Puzo.	3	19
""			
4	THE ANDROMEDA STRAIN, by Michael Crichton.	5	6
""			
5	ADA, OR ARDOR: A FAMILY CHRONICLE, by Vladimir Nabokov.	4	11
""			
6	EXCEPT FOR ME AND THEE, by Jessamyn West.	6	16
""			
7	THE PRETENDERS, by Gladys Rockmore Davis.	7	3
""			
8	THE GOODBYE LOOK, by Ross MacDonald.	9	5
""			
9	SLAUGHTERHOUSE FIVE, by Kurt Vonnegut.	8	15
""			
10	NEW MOON RISING, by Eugenia Price.	10	3
This	August 3, 1969	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE PETER PRINCIPLE, by Dr. Laurence J. Peter and Raymond Hull.	1	12
""			
2	BETWEEN PARENT & TEENAGER, by Haim G. Ginott.	3	11
""			
3	THE KINGDOM AND THE POWER, by Gay Talese.	4	6
""			
4	JENNIE, by Ralph G. Martin.	2	20
""			
5	ERNEST HEMINGWAY, by Carlos Baker.	5	14
""			
6	THE MAKING OF THE PRESIDENT 1968, by Theodore H. White.	6	1
""			
7	"THE MONEY GAME, by ""Adam Smith""."	9	59
""			
8	NORMA JEAN, by Fred Lawrence Guiles.	--	1
""			
9	THE 900 DAYS, by Harrison E. Sailsbury.	10	24
""			
10	MY TURN AT BAT, by Ted Williams.	--	1
