This	January 28, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	19
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	44
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	3	78
""			
4	LITTLE ME, by Patrick Dennis.	4	13
""			
5	A PROLOGUE TO LOVE, by Taylor Caldwell.	7	9
""			
6	SPIRIT LAKE, by MacKinlay Kantor.	5	15
""			
7	DAUGHTER OF SILENCE, by Morris L. West.	6	8
""			
8	CHAIRMAN OF THE BORED, by Edward Streeter.	8	17
""			
9	THE IVY TREE, by Mary Stewart.	10	3
""			
10	THE CARPETBAGGERS, by Harold Robbins.	9	31
""			
11	THE INCREDIBLE JOURNEY, by Sheila Burnford.	12	33
""			
12	CLOCK WITHOUT HANDS, by Carson McCullers.	13	21
""			
13	THE JUDAS TREE, by A.J. Cronin.	11	12
""			
14	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	--	1
""			
15	MILA 18, by Leon Uris.	16	33
""			
16	A NEW LIFE, by Bernard Malamud.	--	4
This	January 28, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MY LIFE IN COURT, by Louis Nizer.	1	9
""			
2	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	2	29
""			
3	LIVING FREE, by Joy Adamson.	3	13
""			
4	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	4	65
""			
5	CALORIES DON'T COUNT, by Herman Taller.	7	8
""			
6	A NATION OF SHEEP, by William J. Lederer.	5	40
""			
7	THE NEW ENGLISH BIBLE; New Testament.	6	44
""			
8	MY SABER IS BENT, by Jack Paar.	8	5
""			
9	THE COMING FURY, by Bruce Catton.	9	11
""			
10	CITIZEN HEARST, by W.A. Swanberg.	11	19
""			
11	BEFORE I SLEEP, by James Monahan.	16	4
""			
12	I SHOULD HAVE KISSED HER MORE, by Alexander King.	10	15
""			
13	PT 109, by Robert J. Donovan.	12	5
""			
14	RING OF BRIGHT WATER, by Gavin Maxwell.	14	46
""			
15	THE AGE OF REASON BEGINS, by Will and Ariel Durant.	--	16
""			
16	BUT NOT IN SHAME, by John Toland.	--	3
