This	June 4, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	10
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	44
""			
3	THE LAST OF THE JUST, by Andre Schwarz-Bart.	3	29
""			
4	A BURNT-OUT CASE, by Graham Greene.	4	15
""			
5	HAWAII, by James Michener.	6	81
""			
6	MIDCENTURY, by John Dos Passos.	5	12
""			
7	DON'T TELL ALFRED, by Nancy Mitford.	11	8
""			
8	WINNIE ILLE PU, by A.A. Milnei.	7	15
""			
9	CHINA COURT, by Rumer Godden.	8	11
""			
10	THE CHATEAU, by William Maxwell.	10	8
""			
11	ADVISE AND CONSENT, by Allen Drury.	9	95
""			
12	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	12	3
""			
13	THE INCREDIBLE JOURNEY, by Sheila Burnford.	14	5
""			
14	MANILA GALLEON, by F. Van Wyck Mason.	13	11
""			
15	POMP AND CIRCUMSTANCE, by Noel Coward.	15	27
""			
16	THE HEARTLESS LIGHT, by Gerald Green.	--	1
This	June 4, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	2	31
""			
2	THE NEW ENGLISH BIBLE; New Testament.	1	10
""			
3	RING OF BRIGHT WATER, by Gavin Maxwell.	3	13
""			
4	A NATION OF SHEEP, by William J. Lederer.	4	6
""			
5	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	5	11
""	Parks.		
""			
6	FATE IS THE HUNTER, by Ernest K. Gann.	6	16
""			
7	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	7	8
""			
8	JAPANESE INN, by Oliver Statler.	8	16
""			
9	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	--	1
""			
10	THE SIXTH MAN, by Jess Stearn.	12	6
""			
11	THE FROG POND, by Joyce MacIver.	13	9
""			
12	THE SCHOOLS, by Martin Mayer.	16	2
""			
13	PROFILES IN COURAGE, by John F. Kennedy.	15	106
""			
14	LANTERNS AND LANCES, by James Thurber.	--	1
""			
15	REALITY IN ADVERTISING, by Rosser Reeves.	14	5
""			
16	SKYLINE, by Gene Fowler.	9	16
