This	June 22, 1969	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOVE MACHINE, by Jacqueline Susann.	2	5
""			
2	PORTNOY'S COMPLAINT, by Philip Roth.	1	18
""			
3	THE GODFATHER, by Mario Puzo.	3	13
""			
4	ADA, OR ARDOR: A FAMILY CHRONICLE, by Vladimir Nabokov.	4	5
""			
5	SLAUGHTERHOUSE FIVE, by Kurt Vonnegut.	5	9
""			
6	EXCEPT FOR ME AND THEE, by Jessamyn West.	6	10
""			
7	THE SALZBURG CONNECTION, by Helen MacInnes.	7	40
""			
8	THE VINES OF YARRABEE, by Dorothy Eden.	9	15
""			
9	BULLET PARK, by John Cheever.	8	6
""			
10	AIRPORT, by Arthur Hailey.	--	64
This		June 22, 1969	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	JENNIE, by Ralph G. Martin.		1	14
""				
2	ERNEST HEMINGWAY, by Carlos Baker.		2	8
""				
3	BETWEEN PARENT & TEENAGER, by Haim G. Ginott.		4	5
""				
4	MISS CRAIG'S 21-DAY SHAPE-UP PROGRAM FOR MEN AND WOMEN, by		3	22
""	Marjorie Craig.			
""				
5	THE PETER PRINCIPLE, by Dr. Laurence J. Peter and Raymond Hull.		6	6
""				
6	"THE MONEY GAME, by ""Adam Smith""."		7	53
""				
7	THE 900 DAYS, by Harrison E. Sailsbury.		5	18
""				
8	THE JOYS OF YIDDISH, by Leo Rosten.		--	16
""				
9	THE VATICAN EMPIRE, by Nino Lo Bello.		--	1
""				
10	THE ARMS OF KRUPP, by William Manchester.		8	28
