This	January 21, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	18
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	43
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	3	77
""			
4	LITTLE ME, by Patrick Dennis.	4	12
""			
5	SPIRIT LAKE, by MacKinlay Kantor.	5	14
""			
6	DAUGHTER OF SILENCE, by Morris L. West.	6	7
""			
7	A PROLOGUE TO LOVE, by Taylor Caldwell.	7	8
""			
8	CHAIRMAN OF THE BORED, by Edward Streeter.	8	16
""			
9	THE CARPETBAGGERS, by Harold Robbins.	9	30
""			
10	THE IVY TREE, by Mary Stewart.	12	2
""			
11	THE JUDAS TREE, by A.J. Cronin.	10	11
""			
12	THE INCREDIBLE JOURNEY, by Sheila Burnford.	11	32
""			
13	CLOCK WITHOUT HANDS, by Carson McCullers.	--	20
""			
14	I MET A LADY, by Howard Spring.	14	5
""			
15	THE LATTIMER LEGEND, by Ann Hellesbusch Hebson.	--	1
""			
16	MILA 18, by Leon Uris.	13	32
This	January 21, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MY LIFE IN COURT, by Louis Nizer.	2	8
""			
2	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	1	28
""			
3	LIVING FREE, by Joy Adamson.	3	12
""			
4	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	4	64
""			
5	A NATION OF SHEEP, by William J. Lederer.	5	39
""			
6	THE NEW ENGLISH BIBLE; New Testament.	6	43
""			
7	CALORIES DON'T COUNT, by Herman Taller.	9	7
""			
8	MY SABER IS BENT, by Jack Paar.	12	4
""			
9	THE COMING FURY, by Bruce Catton.	7	10
""			
10	I SHOULD HAVE KISSED HER MORE, by Alexander King.	10	14
""			
11	CITIZEN HEARST, by W.A. Swanberg.	8	18
""			
12	PT 109, by Robert J. Donovan.	16	4
""			
13	PICASSO'S PICASSOS, by David Douglas Duncan.	13	3
""			
14	RING OF BRIGHT WATER, by Gavin Maxwell.	11	45
""			
15	THE BLUE OF CAPRICORN, by Eugene Burdick.	--	1
""			
16	BEFORE I SLEEP, by James Monahan.	14	3
