This	February 12, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	HAWAII, by James Michener.	1	65
""			
2	ADVISE AND CONSENT, by Allen Drury.	2	79
""			
3	THE LAST OF THE JUST, by Andre Schwarz-Bart.	3	13
""			
4	TO KILL A MOCKINGBIRD, by Harper Lee.	4	28
""			
5	SERMONS AND SODA WATER, by John O'Hara.	5	9
""			
6	DECISION AT DELPHI, by Helen MacInnes.	6	14
""			
7	THE DEAN'S WATCH, by Elizabeth Goudge.	7	18
""			
8	POMP AND CIRCUMSTANCE, by Noel Coward.	8	11
""			
9	THE CHESS PLAYERS, by Frances Parkinson Keyes.	10	5
""			
10	THE LOVELY AMBITION, by Mary Ellen Chase.	9	33
""			
11	A SENSE OF VALUES, by Sloan Wilson.	13	4
""			
12	MISTRESS OF MELLYN, by Victoria Holt.	12	21
""			
13	THE LISTENER, by Taylor Caldwell.	14	19
""			
14	THE NYLON PIRATES, by Nicholas Monsarrat.	11	14
""			
15	RABBIT, RUN, by John Updike.	16	9
""			
16	IN A SUMMER SEASON, by Elizabeth Taylor.	--	1
This	February 12, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	15
""			
2	THE WASTE MAKERS, by Vance Packard.	2	20
""			
3	WHO KILLED SOCIETY? by Cleveland Amory.	3	7
""			
4	THE SNAKE HAS ALL THE LINES, by Jean Kerr.	4	13
""			
5	BORN FREE, by Joy Adamson.	5	40
""			
6	THE AMERICAN HERITAGE PICTURE HISTORY OF THE CIVIL WAR, by	6	14
""	Bruce Catton.		
""			
7	THE WHITE NILE, by Alan Moorehead.	11	3
""			
8	SHADOWS ON THE GRASS, by Isak Dinesen.	7	3
""			
9	BARUCH: THE PUBLIC YEARS, by Bernard M Baruch.	8	16
""			
10	VANITY FAIR, by Cleveland Amory and Frederic Bradlee.	9	11
""			
11	PROFILES IN COURAGE, by John F. Kennedy.	--	90
""			
12	THE POLITICS OF UPHEAVAL, by Arthur Schlesinger.	10	20
""			
13	PRESIDENTIAL POWER, by Richard E. Neustadt.	15	2
""			
14	TAKEN AT THE FLOOD, by John Gunther.	12	22
""			
15	THE NECESSITY FOR CHOICE, by Henry Kissinger.	13	2
""			
16	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	--	31
