This	November 16, 1969	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE GODFATHER, by Mario Puzo.	1	34
""			
2	THE HOUSE ON THE STRAND, by Daphne du Maurier.	2	6
""			
3	THE LOVE MACHINE, by Jacqueline Susann.	3	26
""			
4	THE SEVEN MINUTES, by Irving Wallace.	4	4
""			
5	THE ANDROMEDA STRAIN, by Michael Crichton.	7	21
""			
6	NAKED CAME THE STRANGER, by Penelope Ashe.	5	12
""			
7	IN THIS HOUSE OF BREDE, by Rumer Godden.	8	5
""			
8	THE PROMISE, by Chaim Potok.	9	7
""			
9	AN AFFAIR OF HONOR, by Robert Wilder.	--	1
""			
10	PORTNOY'S COMPLAINT, by Philip Roth.	10	39
This	November 16, 1969	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE PETER PRINCIPLE, by Dr. Laurence J. Peter and Raymond Hull.	1	27
""			
2	THE SELLING OF THE PRESIDENT 1968, by Joe McGinniss.	2	4
""			
3	PRESENT AT THE CREATION, by Dean Acheson.	4	3
""			
4	MY LIFE WITH JACQUELINE KENNEDY, by Mary Barelli Gallagher.	3	8
""			
5	PRIME TIME, by Alexander Kendrick.	7	5
""			
6	MY LIFE AND PROPHECIES, by Jeane Dixon.	6	8
""			
7	THE KINGDOM AND THE POWER, by Gay Talese.	5	21
""			
8	THE MAKING OF THE PRESIDENT 1968, by Theodore H. White.	9	17
""			
9	THE AMERICAN HERITAGE DICTIONARY OF THE ENGLISH LANGUAGE.	8	6
""			
10	AMBASSADOR'S JOURNAL, by John Kenneth Galbraith.	--	1
