This	June 4, 1967	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE EIGHTH DAY, by Thornton Wilder.	2	8
""			
2	THE ARRANGEMENT, by Elia Kazan.	1	15
""			
3	WASHINGTON, D.C., by Gore Vidal.	4	3
""			
4	TALES OF MANHATTAN, by Louis Auchincloss.	5	8
""			
5	THE SECRET OF SANTA VITTORIA, by Robert Crichton.	3	38
""			
6	THE CHOSEN, by Chaim Potok.	6	2
""			
7	CAPABLE OF HONOR, by Allen Drury.	7	36
""			
8	GO TO THE WIDOW-MAKER, by James Jones.	--	2
""			
9	FATHERS, by Herbert Gold.	9	8
""			
10	VALLEY OF THE DOLLS, by Jacqueline Susann.	8	65
This	June 4, 1967	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE DEATH OF A PRESIDENT, by William Manchester.	1	8
""			
2	EVERYTHING BUT MONEY, by Sam Levenson.	3	37
""			
3	MADAME SARAH, by Cornelia Otis Skinner.	2	19
""			
4	THE AUTOBIOGRAPHY OF BERTRAND RUSSELL, 1872-1914, by Bertrand	4	4
""	Russell.		
""			
5	EDGAR CAYCE, by Jess Stearn.	5	13
""			
6	GAMES PEOPLE PLAY, by Eric Berne.	6	97
""			
7	DISRAELI, by Robert Blake.	7	6
""			
8	PAPER LION, by George Plimpton.	8	23
""			
9	DIVISION STREET: AMERICA, by Studs Terkel.	10	13
""			
10	INSIDE SOUTH AMERICA, by John Gunther.	--	14
