This	June 11, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	11
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	45
""			
3	THE LAST OF THE JUST, by Andre Schwarz-Bart.	3	30
""			
4	A BURNT-OUT CASE, by Graham Greene.	4	16
""			
5	CHINA COURT, by Rumer Godden.	9	12
""			
6	DON'T TELL ALFRED, by Nancy Mitford.	7	9
""			
7	HAWAII, by James Michener.	5	82
""			
8	THE CHATEAU, by William Maxwell.	10	9
""			
9	WINNIE ILLE PU, by A.A. Milnei.	8	16
""			
10	MIDCENTURY, by John Dos Passos.	6	13
""			
11	ADVISE AND CONSENT, by Allen Drury.	11	96
""			
12	A SHOOTING STAR, by Wallace Stegner.	--	1
""			
13	THE INCREDIBLE JOURNEY, by Sheila Burnford.	13	6
""			
14	POMP AND CIRCUMSTANCE, by Noel Coward.	15	28
""			
15	MOTHERS AND DAUGHTERS, by Evan Hunter.	--	1
""			
16	MANILA GALLEON, by F. Van Wyck Mason.	14	12
This	June 11, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	32
""			
2	THE NEW ENGLISH BIBLE; New Testament.	2	11
""			
3	RING OF BRIGHT WATER, by Gavin Maxwell.	3	14
""			
4	A NATION OF SHEEP, by William J. Lederer.	4	7
""			
5	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	5	12
""	Parks.		
""			
6	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	9	2
""			
7	JAPANESE INN, by Oliver Statler.	8	17
""			
8	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	7	9
""			
9	REALITY IN ADVERTISING, by Rosser Reeves.	15	6
""			
10	THE SIXTH MAN, by Jess Stearn.	10	7
""			
11	THE FROG POND, by Joyce MacIver.	11	10
""			
12	FATE IS THE HUNTER, by Ernest K. Gann.	6	17
""			
13	SKETCHES FROM LIFE, by Dean Acheson.	--	1
""			
14	LIFE WITH WOMEN AND HOW TO SURVIVE IT, by Joseph H. Peck.	--	1
""			
15	SKYLINE, by Gene Fowler.	16	17
""			
16	PROFILES IN COURAGE, by John F. Kennedy.	13	107
