This	January 15, 1967	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SECRET OF SANTA VITTORIA, by Robert Crichton.	1	18
""			
2	CAPABLE OF HONOR, by Allen Drury.	2	16
""			
3	VALLEY OF THE DOLLS, by Jacqueline Susann.	3	45
""			
4	THE BIRDS FALL DOWN, by Rebecca West.	4	12
""			
5	THE MASK OF APOLLO, by Mary Renault.	5	9
""			
6	ALL IN THE FAMILY, by Edwin O'Connor.	9	13
""			
7	THE FIXER, by Bernard Malamud.	7	16
""			
8	TAI-PAN, by James Clavell.	6	32
""			
9	A DREAM OF KINGS, by Harry Mark Petrakis.	8	11
""			
10	WAITING FOR WINTER, by John O'Hara.	--	1
This	January 15, 1967	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EVERYTHING BUT MONEY, by Sam Levenson.	1	17
""			
2	RUSH TO JUDGMENT, by Mark Lane.	2	19
""			
3	GAMES PEOPLE PLAY, by Eric Berne.	3	77
""			
4	PAPER LION, by George Plimpton.	5	3
""			
5	THE JURY RETURNS, by Louis Nizer.	7	6
""			
6	THE RANDOM HOUSE DICTIONARY OF THE ENGLISH LANGUAGE	9	9
""			
7	WINSTON S. CHURCHILL, by Randolph S. Churchill.	6	6
""			
8	HOW TO AVOID PROBATE, by Norman F. Dacey.	4	40
""			
9	THE BOSTON STRANGLER, by Gerald Frank.	10	9
""			
10	WITH KENNEDY, by Pierre Salinger.	8	15
