This	August 14, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury.	1	53
""			
2	HAWAII, by James Michener.	2	39
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	14
""			
4	THE CHAPMAN REPORT, by Irving Wallace.	4	11
""			
5	WATER OF LIFE, by Henry Morton Robinson.	5	7
""			
6	THE AFFAIR, by C.P. Snow.	6	12
""			
7	THE LOVELY AMBITION, by Mary Ellen Chase.	7	7
""			
8	THE VIEW FROM THE FORTIETH FLOOR, by Theodore H. White.	11	10
""			
9	DIAMOND HEAD, by Peter Gilman.	10	5
""			
10	WATCHER IN THE SHADOWS, by Geoffrey Household.	9	4
""			
11	SET THIS HOUSE ON FIRE, by William Styron.	8	8
""			
12	TO KILL A MOCKINGBIRD, by Harper Lee.	13	2
""			
13	THE LINCOLN LORDS, by Cameron Hawley.	12	22
""			
14	TRUSTEE FROM THE TOOLROOM, by Nevil Shute.	14	19
""			
15	BEFORE YOU GO, by Jerome Weidman.	--	1
""			
16	THE INTERNS, by Richard Frede.	--	7
This	August 14, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BORN FREE, by Joy Adamson.	1	14
""			
2	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	2	30
""			
3	HOW I MADE $2,000,000 IN THE STOCK MARKET, by Nicolas Darvas.	5	7
""			
4	FOLK MEDICINE, by Deforest Clinton Jarvis.	3	70
""			
5	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	6	8
""			
6	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	10	7
""			
7	I KID YOU NOT, by Jack Paar.	4	17
""			
8	THE GOOD YEARS, by Walter Lord.	7	7
""			
9	ENJOY, ENJOY!, by Harry Golden.	11	3
""			
10	MR. CITIZEN, by Harry S. Truman.	8	7
""			
11	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	9	15
""			
12	THE ENEMY WITHIN, by Robert F. Kennedy.	12	22
""			
13	THOMAS WOLFE, by Elizabeth Nowell.	14	3
""			
14	THE OPERATORS, by Frank Gibney.	--	1
""			
15	THE STRATEGY OF PEACE, by John F. Kennedy.	--	1
""			
16	CITIZEN ABROAD, by Eben Neal Baty.	--	1
