This	August 7, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury.	1	52
""			
2	HAWAII, by James Michener.	2	38
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	13
""			
4	THE CHAPMAN REPORT, by Irving Wallace.	4	10
""			
5	WATER OF LIFE, by Henry Morton Robinson.	5	6
""			
6	THE AFFAIR, by C.P. Snow.	6	11
""			
7	THE LOVELY AMBITION, by Mary Ellen Chase.	9	6
""			
8	SET THIS HOUSE ON FIRE, by William Styron.	10	7
""			
9	WATCHER IN THE SHADOWS, by Geoffrey Household.	11	3
""			
10	DIAMOND HEAD, by Peter Gilman.	13	4
""			
11	THE VIEW FROM THE FORTIETH FLOOR, by Theodore H. White.	7	9
""			
12	THE LINCOLN LORDS, by Cameron Hawley.	12	21
""			
13	TO KILL A MOCKINGBIRD, by Harper Lee.	--	1
""			
14	TRUSTEE FROM THE TOOLROOM, by Nevil Shute.	16	18
""			
15	THE CONSTANT IMAGE, by Marcia Davenport.	8	26
""			
16	THE INSPECTOR, by Jan de Hartog.	--	1
This	August 7, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BORN FREE, by Joy Adamson.	2	13
""			
2	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	1	29
""			
3	FOLK MEDICINE, by Deforest Clinton Jarvis.	3	69
""			
4	I KID YOU NOT, by Jack Paar.	5	16
""			
5	HOW I MADE $2,000,000 IN THE STOCK MARKET, by Nicolas Darvas.	4	6
""			
6	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	7	7
""			
7	THE GOOD YEARS, by Walter Lord.	8	6
""			
8	MR. CITIZEN, by Harry S. Truman.	9	6
""			
9	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	6	14
""			
10	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	10	6
""			
11	ENJOY, ENJOY!, by Harry Golden.	14	2
""			
12	THE ENEMY WITHIN, by Robert F. Kennedy.	11	21
""			
13	THE LAW AND THE PROFITS, by C. Northcote Parkinson.	12	21
""			
14	THOMAS WOLFE, by Elizabeth Nowell.	13	2
""			
15	DR. SCHWEITZER OF LAMBARENE, by Norman Cousins.	--	2
""			
16	BASEBALL IS A FUNNY GAME, by Joe Garagiola.	16	3
