This	June 13, 1965	Last	Weeks
Week	Fiction	Week	On List
""			
1	UP THE DOWN STAIRCASE, by Bel Kaufman.	1	14
""			
2	THE AMBASSADOR, by Morris West.	2	7
""			
3	HOTEL, by Arthur Hailey.	4	15
""			
4	THE SOURCE, by James Michener.	7	3
""			
5	DON'T STOP THE CARNIVAL, by Herman Wouk.	5	11
""			
6	HERZOG, by Saul Bellow.	3	36
""			
7	THE FLIGHT OF THE FALCON, by Daphne Du Maurier.	6	6
""			
8	THE MAN, by Irving Wallace.	9	37
""			
9	A PILLAR OF IRON, by Taylor Caldwell.	8	4
""			
10	NIGHT OF CAMP DAVID, by Fletcher Knebel.	--	1
This	June 13, 1965	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MARKINGS, by Dag Hammarskjöld.	1	31
""			
2	THE OXFORD HISTORY OF THE AMERICAN PEOPLE, by Samuel Eliot	2	5
""	Morison.		
""			
3	QUEEN VICTORIA: BORN TO SUCCEED, by Elizabeth Longford.	3	19
""			
4	JOURNAL OF A SOUL, by Pope John XXIII.	5	7
""			
5	MY SHADOW RAN FAST, by Bill Sands.	4	16
""			
6	THE FOUNDING FATHER, by Richard J. Whalen.	6	23
""			
7	HOW TO BE A JEWISH MOTHER, by Dan Greenburg.	7	3
""			
8	SIXPENCE IN HER SHOE, by Phyllis McGinley.	10	25
""			
9	A DICTIONARY OF MODERN ENGLISH USAGE, by H.G. Fowler and Ernest	--	1
""	Gowers.		
""			
10	TAKEN CARE OF, by Edith Sitwell.	--	1
