This	September 3, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	23
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	57
""			
3	MILA 18, by Leon Uris.	3	12
""			
4	THE EDGE OF SADNESS, by Edwin O'Connor.	4	11
""			
5	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	5	9
""			
6	THE CARPETBAGGERS, by Harold Robbins.	6	10
""			
7	TROPIC OF CANCER, by Henry Miller.	7	10
""			
8	REMBRANDT, by Gladys Schmitt.	8	7
""			
9	MOTHERS AND DAUGHTERS, by Evan Hunter.	10	12
""			
10	THE INCREDIBLE JOURNEY, by Sheila Burnford.	12	14
""			
11	MASTER OF THIS VESSEL, by Gwyn Griffin.	--	1
""			
12	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	11	15
""			
13	THE LAST OF THE JUST, by Andre Schwarz-Bart.	13	42
""			
14	HAWAII, by James Michener.	16	93
""			
15	CLOCK WITHOUT HANDS, by Carson McCullers.	--	1
""			
16	A BURNT-OUT CASE, by Graham Greene.	--	26
This	September 3, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	44
""			
2	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	2	8
""			
3	A NATION OF SHEEP, by William J. Lederer.	3	19
""			
4	INSIDE EUROPE TODAY, by John Gunther.	5	6
""			
5	THE NEW ENGLISH BIBLE; New Testament.	4	23
""			
6	RING OF BRIGHT WATER, by Gavin Maxwell.	6	26
""			
7	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	7	14
""			
8	LIFE WITH WOMEN AND HOW TO SURVIVE IT, by Joseph H. Peck.	8	12
""			
9	FIRSTHAND REPORT, by Sherman Adams.	10	8
""			
10	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	11	24
""	Parks.		
""			
11	NOBODY KNOWS MY NAME, by James Baldwin.	13	2
""			
12	AMERICA -- TOO YOUNG TO DIE!, by Alex P. De Seversky.	14	5
""			
13	THE SPANISH CIVIL WAR, by Hugh Thomas.	12	5
""			
14	THE SHEPPARD MURDER CASE, by Paul Holmes.	--	1
""			
15	THESE RUINS ARE INHABITED, by Muriel Beadle.	--	5
""			
16	LIZZIE BORDEN, by Edward D. Radin.	--	6
