This	May 13, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	5
""			
2	FRANNY AND ZOOEY, by J.D. Salinger.	2	34
""			
3	THE BULL FROM THE SEA, by Mary Renault.	4	11
""			
4	THE FOX IN THE ATTIC, by Richard Hughes.	3	12
""			
5	THE AGONY AND THE ECSTASY, by Irving Stone.	5	59
""			
6	DEVIL WATER, by Anya Seton.	6	9
""			
7	A PROLOGUE TO LOVE, by Taylor Caldwell.	7	24
""			
8	ISLAND, by Aldous Huxley.	9	5
""			
9	HORNSTEIN'S BOY, by Robert Traver.	13	4
""			
10	TO KILL A MOCKINGBIRD, by Harper Lee.	11	93
""			
11	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	8	16
""			
12	THE IVY TREE, by Mary Stewart.	12	18
""			
13	CHAIRMAN OF THE BORED, by Edward Streeter.	10	32
""			
14	A LONG AND HAPPY LIFE, by Reynolds Price.	15	2
""			
15	LITTLE ME, by Patrick Dennis.	--	25
""			
16	PIGEON FEATHERS, by John Updike.	14	4
This	May 13, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	CALORIES DON'T COUNT, by Herman Taller.	1	23
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	24
""			
3	THE ROTHSCHILDS, by Frederic Morton.	3	10
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	5	13
""			
5	SIX CRISES, by Richard Nixon.	4	6
""			
6	IN THE CLEARING, by Robert Frost.	6	5
""			
7	THE NEW ENGLISH BIBLE; New Testament.	10	59
""			
8	SCOTT FITZGERALD, by Andrew Turnbull.	7	7
""			
9	THE LAST PLANTAGENETS, by Thomas B. Costain.	9	13
""			
10	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	8	44
""			
11	THE RICH NATIONS AND THE POOR NATIONS, by Barbara Ward.	15	4
""			
12	O'NEILL, by Arthur and Barbara Gelb.	11	3
""			
13	A BRIDGE FOR PASSING, by Pearl S. Buck.	12	3
""			
14	CIA: THE INSIDE STORY, by Andrew Tully.	13	14
""			
15	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	14	31
""			
16	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	16	80
