This	June 10, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	9
""			
2	YOUNGBLOOD HAWKE, by Herman Wouk.	7	3
""			
3	FRANNY AND ZOOEY, by J.D. Salinger.	3	38
""			
4	THE BULL FROM THE SEA, by Mary Renault.	2	15
""			
5	THE AGONY AND THE ECSTASY, by Irving Stone.	5	63
""			
6	THE FOX IN THE ATTIC, by Richard Hughes.	6	16
""			
7	DEVIL WATER, by Anya Seton.	4	13
""			
8	HORNSTEIN'S BOY, by Robert Traver.	10	8
""			
9	A PROLOGUE TO LOVE, by Taylor Caldwell.	13	28
""			
10	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	8	20
""			
11	THE SAN FRANCISCANS, by Nigel Busch.	--	1
""			
12	ISLAND, by Aldous Huxley.	11	9
""			
13	TO KILL A MOCKINGBIRD, by Harper Lee.	12	97
""			
14	THE BIG LAUGH, by John O'Hara.	9	2
""			
15	CAPITOL HILL, by Andrew Tully.	16	6
""			
16	CHAIRMAN OF THE BORED, by Edward Streeter.	14	36
This	June 10, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	CALORIES DON'T COUNT, by Herman Taller.	1	27
""			
2	THE ROTHSCHILDS, by Frederic Morton.	2	14
""			
3	MY LIFE IN COURT, by Louis Nizer.	3	28
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	4	17
""			
5	IN THE CLEARING, by Robert Frost.	6	9
""			
6	SIX CRISES, by Richard Nixon.	5	10
""			
7	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	7	48
""			
8	SCOTT FITZGERALD, by Andrew Turnbull.	8	11
""			
9	THE NEW ENGLISH BIBLE; New Testament.	9	63
""			
10	A BRIDGE FOR PASSING, by Pearl S. Buck.	11	7
""			
11	CONVERSATION WITH STALIN, by Milovan Djilas.	15	2
""			
12	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	12	3
""			
13	THE LAST PLANTAGENETS, by Thomas B. Costain.	10	17
""			
14	O'NEILL, by Arthur and Barbara Gelb.	14	7
""			
15	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	--	34
""			
16	WHY NOT VICTORY?, by Barry M. Goldwater.	13	3
