This	July 16, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	16
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	50
""			
3	MILA 18, by Leon Uris.	3	5
""			
4	THE EDGE OF SADNESS, by Edwin O'Connor.	4	4
""			
5	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	6	2
""			
6	TROPIC OF CANCER, by Henry Miller.	8	3
""			
7	THE CARPETBAGGERS, by Harold Robbins.	--	3
""			
8	THE LAST OF THE JUST, by Andre Schwarz-Bart.	5	35
""			
9	A BURNT-OUT CASE, by Graham Greene.	9	21
""			
10	HAWAII, by James Michener.	7	87
""			
11	CHINA COURT, by Rumer Godden.	12	17
""			
12	MOTHERS AND DAUGHTERS, by Evan Hunter.	--	5
""			
13	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	11	8
""			
14	A SHOOTING STAR, by Wallace Stegner.	10	5
""			
15	THE INCREDIBLE JOURNEY, by Sheila Burnford.	--	8
""			
16	DON'T TELL ALFRED, by Nancy Mitford.	--	13
This	July 16, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	37
""			
2	A NATION OF SHEEP, by William J. Lederer.	3	12
""			
3	THE NEW ENGLISH BIBLE; New Testament.	2	16
""			
4	RING OF BRIGHT WATER, by Gavin Maxwell.	4	19
""			
5	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	5	7
""			
6	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	6	17
""	Parks.		
""			
7	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	7	14
""			
8	FIRSTHAND REPORT, by Sherman Adams.	--	1
""			
9	SKETCHES FROM LIFE, by Dean Acheson.	13	6
""			
10	FATE IS THE HUNTER, by Ernest K. Gann.	16	22
""			
11	LIFE WITH WOMEN AND HOW TO SURVIVE IT, by Joseph H. Peck.	8	5
""			
12	PROFILES IN COURAGE, by John F. Kennedy.	--	110
""			
13	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	--	1
""			
14	THESE RUINS ARE INHABITED, by Muriel Beadle.	12	2
""			
15	JAPANESE INN, by Oliver Statler.	11	22
""			
16	LIZZIE BORDEN, by Edward D. Radin.	10	2
