This	August 12, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	18
""			
2	DEARLY BELOVED, by Anne Morrow Lindbergh.	2	9
""			
3	YOUNGBLOOD HAWKE, by Herman Wouk.	3	12
""			
4	THE PRIZE, by Irving Wallace.	6	8
""			
5	THE REIVERS, by William Faulkner.	4	8
""			
6	UHURU, by Robert Ruark.	5	8
""			
7	ANOTHER COUNTRY, by James Baldwin.	7	6
""			
8	PORTRAIT IN BROWNSTONE, by Louis Auchincloss.	11	3
""			
9	FRANNY AND ZOOEY, by J.D. Salinger.	9	47
""			
10	THE AGONY AND THE ECSTASY, by Irving Stone.	8	72
""			
11	LETTING GO, by Philip Roth.	10	6
""			
12	THE BIG LAUGH, by John O'Hara.	12	11
""			
13	THE GOLDEN RENDEZVOUS, by Alistair MacLean.	15	5
""			
14	DEVIL WATER, by Anya Seton.	13	22
""			
15	THE BULL FROM THE SEA, by Mary Renault.	14	24
""			
16	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	16	23
This	August 12, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	23
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	37
""			
3	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	4	12
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	3	26
""			
5	CALORIES DON'T COUNT, by Herman Taller.	5	36
""			
6	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	11	7
""			
7	MEN AND DECISIONS, by Lewis L. Strauss.	10	3
""			
8	IN THE CLEARING, by Robert Frost.	6	18
""			
9	ONE MAN'S FREEDOM, by Edward Bennett Williams.	8	6
""			
10	VEECK -- AS IN WRECK, by Bill Veeck.	9	3
""			
11	CONVERSATION WITH STALIN, by Milovan Djilas.	7	11
""			
12	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	--	1
""			
13	JFK COLORING BOOK, by Jackie Kannon.	12	5
""			
14	SIX CRISES, by Richard Nixon.	15	19
""			
15	TRAVELS WITH CHARLEY, by John Steinbeck.	--	1
""			
16	WHY NOT VICTORY?, by Barry M. Goldwater.	13	12
