This	March 25, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	27
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	52
""			
3	THE FOX IN THE ATTIC, by Richard Hughes.	4	5
""			
4	A PROLOGUE TO LOVE, by Taylor Caldwell.	3	17
""			
5	THE BULL FROM THE SEA, by Mary Renault.	6	4
""			
6	TO KILL A MOCKINGBIRD, by Harper Lee.	5	86
""			
7	DEVIL WATER, by Anya Seton.	12	2
""			
8	THE IVY TREE, by Mary Stewart.	8	11
""			
9	DAUGHTER OF SILENCE, by Morris L. West.	7	16
""			
10	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	11	9
""			
11	CHAIRMAN OF THE BORED, by Edward Streeter.	9	25
""			
12	LITTLE ME, by Patrick Dennis.	10	21
""			
13	KIRKLAND REVELS, by Victoria Holt.	15	6
""			
14	THE CARPETBAGGERS, by Harold Robbins.	14	39
""			
15	CASTLE DOR, by Arthur Quiller-Couch and Daphne DuMaurier.	--	1
""			
16	TWILIGHT OF HONOR, by Al Dewlen.	16	7
This	March 25, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	CALORIES DON'T COUNT, by Herman Taller.	2	16
""			
2	MY LIFE IN COURT, by Louis Nizer.	1	17
""			
3	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	3	37
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	4	6
""			
5	CIA: THE INSIDE STORY, by Andrew Tully.	7	7
""			
6	THE LAST PLANTAGENETS, by Thomas B. Costain.	6	6
""			
7	THE ROTHSCHILDS, by Frederic Morton.	8	3
""			
8	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	5	73
""			
9	THE NEW ENGLISH BIBLE; New Testament.	11	52
""			
10	A NATION OF SHEEP, by William J. Lederer.	10	48
""			
11	LIVING FREE, by Joy Adamson.	12	21
""			
12	MY SABER IS BENT, by Jack Paar.	9	13
""			
13	BEFORE I SLEEP, by James Monahan.	13	12
""			
14	THE EXECUTIVE COLORING BOOK, by Marcie Hans.	16	3
""			
15	CITIZEN HEARST, by W.A. Swanberg.	--	26
""			
16	THE INHERITORS, by William Golding.	--	1
