This	April 16, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST OF THE JUST, by Andre Schwarz-Bart.	1	22
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	5	37
""			
3	A BURNT-OUT CASE, by Graham Greene.	3	8
""			
4	HAWAII, by James Michener.	2	74
""			
5	THE AGONY AND THE ECSTASY, by Irving Stone.	6	3
""			
6	ADVISE AND CONSENT, by Allen Drury.	4	88
""			
7	MIDCENTURY, by John Dos Passos.	7	5
""			
8	CHINA COURT, by Rumer Godden.	8	4
""			
9	WINNIE ILLE PU, by A.A. Milnei.	9	8
""			
10	MANILA GALLEON, by F. Van Wyck Mason.	12	4
""			
11	POMP AND CIRCUMSTANCE, by Noel Coward.	13	20
""			
12	THE CHATEAU, by William Maxwell.	--	1
""			
13	SERMONS AND SODA WATER, by John O'Hara.	10	18
""			
14	DECISION AT DELPHI, by Helen MacInnes.	11	23
""			
15	DON'T TELL ALFRED, by Nancy Mitford.	--	1
""			
16	SOMETHING LIGHT, by Margery Sharp.	14	2
This	April 16, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	24
""			
2	THE NEW ENGLISH BIBLE; New Testament.	2	3
""			
3	FATE IS THE HUNTER, by Ernest K. Gann.	4	9
""			
4	WHO KILLED SOCIETY? by Cleveland Amory.	3	16
""			
5	RING OF BRIGHT WATER, by Gavin Maxwell.	5	6
""			
6	JAPANESE INN, by Oliver Statler.	7	9
""			
7	SKYLINE, by Gene Fowler.	8	9
""			
8	THE WHITE NILE, by Alan Moorehead.	10	12
""			
9	PROFILES IN COURAGE, by John F. Kennedy.	11	99
""			
10	THE WASTE MAKERS, by Vance Packard.	6	29
""			
11	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	9	4
""	Parks.		
""			
12	ANNIE'S CAPTAIN, by Kathryn Hulme.	--	1
""			
13	THE SNAKE HAS ALL THE LINES, by Jean Kerr.	12	22
""			
14	RESISTANCE, REBELLION, AND DEATH, by Albert Camus.	13	5
""			
15	THE FROG POND, by Joyce MacIver.	--	2
""			
16	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	--	1
