This	November 20, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	HAWAII, by James Michener.	1	53
""			
2	ADVISE AND CONSENT, by Allen Drury.	2	67
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	28
""			
4	TO KILL A MOCKINGBIRD, by Harper Lee.	4	16
""			
5	THE DEAN'S WATCH, by Elizabeth Goudge.	7	6
""			
6	MISTRESS OF MELLYN, by Victoria Holt.	5	9
""			
7	THE LOVELY AMBITION, by Mary Ellen Chase.	6	21
""			
8	THE HOUSE OF FIVE TALENTS, by Louis Auchincloss.	10	7
""			
9	THE CHILD BUYER, by John Hersey.	8	5
""			
10	DECISION AT DELPHI, by Helen MacInnes.	15	2
""			
11	THE CHAPMAN REPORT, by Irving Wallace.	9	25
""			
12	THE LISTENER, by Taylor Caldwell.	11	7
""			
13	THE NYLON PIRATES, by Nicholas Monsarrat.	13	3
""			
14	THE LAST OF THE JUST, by Andre Schwarz-Bart.	--	1
""			
15	THE LAST TEMPTATION OF CHRIST, by Nikos Kazantzakis.	12	11
""			
16	THE AFFAIR, by C.P. Snow.	--	23
This	November 20, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE WASTE MAKERS, by Vance Packard.	1	8
""			
2	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	4	3
""			
3	KENNEDY OR NIXON: DOES IT MAKE ANY DIFFERENCE?, by Arthur Meier	2	5
""	Schlesinger.		
""			
4	BORN FREE, by Joy Adamson.	3	28
""			
5	THE POLITICS OF UPHEAVAL, by Arthur Schlesinger.	7	8
""			
6	FOLK MEDICINE, by Deforest Clinton Jarvis.	6	84
""			
7	BARUCH: THE PUBLIC YEARS, by Bernard M Baruch.	9	4
""			
8	HOW I MADE $2,000,000 IN THE STOCK MARKET, by Nicolas Darvas.	8	21
""			
9	TAKEN AT THE FLOOD, by John Gunther.	10	10
""			
10	ENJOY, ENJOY!, by Harry Golden.	5	17
""			
11	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	11	21
""			
12	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	13	22
""			
13	ARTHRITIS AND FOLK MEDICINE, by Deforest Clinton Jarvis.	14	5
""			
14	THE LIBERAL HOUR, by John Kenneth Galbraith.	12	12
""			
15	THE AMERICAN HERITAGE PICTURE HISTORY OF THE CIVIL WAR, by	16	2
""	Bruce Catton.		
""			
16	THE SNAKE HAS ALL THE LINES, by Jean Kerr.	--	1
