This	September 25, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	HAWAII, by James Michener.	1	45
""			
2	ADVISE AND CONSENT, by Allen Drury.	2	59
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	20
""			
4	THE CHAPMAN REPORT, by Irving Wallace.	4	17
""			
5	TO KILL A MOCKINGBIRD, by Harper Lee.	7	8
""			
6	THE LOVELY AMBITION, by Mary Ellen Chase.	5	13
""			
7	WATER OF LIFE, by Henry Morton Robinson.	6	13
""			
8	THE AFFAIR, by C.P. Snow.	8	18
""			
9	THE LAST TEMPTATION OF CHRIST, by Nikos Kazantzakis.	9	3
""			
10	DIAMOND HEAD, by Peter Gilman.	12	11
""			
11	BEFORE YOU GO, by Jerome Weidman.	10	7
""			
12	THE SUN IS MY SHADOW, by Robert Wilder.	11	6
""			
13	THE VIEW FROM THE FORTIETH FLOOR, by Theodore H. White.	13	16
""			
14	AWAY FROM HOME, by Rona Jaffe.	16	3
""			
15	MISTRESS OF MELLYN, by Victoria Holt.	--	1
""			
16	SET THIS HOUSE ON FIRE, by William Styron.	14	14
This	September 25, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BORN FREE, by Joy Adamson.	1	20
""			
2	HOW I MADE $2,000,000 IN THE STOCK MARKET, by Nicolas Darvas.	2	13
""			
3	ENJOY, ENJOY!, by Harry Golden.	6	9
""			
4	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	3	36
""			
5	FOLK MEDICINE, by Deforest Clinton Jarvis.	5	76
""			
6	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	4	14
""			
7	THE GOOD YEARS, by Walter Lord.	8	13
""			
8	THE LIBERAL HOUR, by John Kenneth Galbraith.	10	4
""			
9	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	7	13
""			
10	I KID YOU NOT, by Jack Paar.	9	23
""			
11	TAKEN AT THE FLOOD, by John Gunther.	13	2
""			
12	MR. CITIZEN, by Harry S. Truman.	--	12
""			
13	BASEBALL IS A FUNNY GAME, by Joe Garagiola.	11	9
""			
14	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	15	21
""			
15	THOMAS WOLFE, by Elizabeth Nowell.	12	9
""			
16	DAUGHTERS AND REBELS, by Jessica Mitford.	16	4
