This	June 25, 1967	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE EIGHTH DAY, by Thornton Wilder.	2	11
""			
2	THE ARRANGEMENT, by Elia Kazan.	1	18
""			
3	WASHINGTON, D.C., by Gore Vidal.	3	6
""			
4	THE CHOSEN, by Chaim Potok.	4	5
""			
5	THE PLOT, by Irving Wallace.	7	3
""			
6	TALES OF MANHATTAN, by Louis Auchincloss.	5	11
""			
7	THE SECRET OF SANTA VITTORIA, by Robert Crichton.	6	41
""			
8	GO TO THE WIDOW-MAKER, by James Jones.	10	5
""			
9	CAPABLE OF HONOR, by Allen Drury.	9	39
""			
10	FATHERS, by Herbert Gold.	--	9
This	June 25, 1967	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE DEATH OF A PRESIDENT, by William Manchester.	1	11
""			
2	EVERYTHING BUT MONEY, by Sam Levenson.	2	40
""			
3	THE AUTOBIOGRAPHY OF BERTRAND RUSSELL, 1872-1914, by Bertrand	3	7
""	Russell.		
""			
4	MADAME SARAH, by Cornelia Otis Skinner.	4	22
""			
5	EDGAR CAYCE, by Jess Stearn.	5	16
""			
6	GAMES PEOPLE PLAY, by Eric Berne.	6	100
""			
7	TREBLINKA, by Jean-Francois Steiner.	10	2
""			
8	BY-LINE: ERNEST HEMINGWAY, by Willam White.	9	2
""			
9	VARIETY OF MEN, by C.P. Snow.	8	3
""			
10	DISRAELI, by Robert Blake.	--	8
