This	October 1, 1967	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CHOSEN, by Chaim Potok.	2	19
""			
2	THE ARRANGEMENT, by Elia Kazan.	1	32
""			
3	NIGHT FALLS ON THE CITY, by Sarah Gainham.	3	7
""			
4	THE EIGHTH DAY, by Thornton Wilder.	4	25
""			
5	ROSEMARY'S BABY, by Ira Levin.	8	17
""			
6	A SECOND-HAND LIFE, by Charles Jackson.	10	4
""			
7	THE GABRIEL HOUNDS, by Mary Stewart.	--	1
""			
8	A NIGHT OF WATCHING, by Elliott Arnold.	6	9
""			
9	TOPAZ, by Leon Uris.	--	1
""			
10	WASHINGTON, D.C., by Gore Vidal.	5	20
This	October 1, 1967	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	"""OUR CROWD"": THE GREAT JEWISH FAMILIES OF NEW YORK, by Stephen"	1	10
""	Birmingham.		
""			
2	THE NEW INDUSTRIAL STATE, by John Kenneth Galbraith.	2	12
""			
3	A MODERN PRIEST LOOKS AT HIS OUTDATED CHURCH, by James J.	3	12
""	Kavanaugh.		
""			
4	ANYONE CAN MAKE A MILLION, by Morton Shulman.	5	15
""			
5	AT EASE: STORIES I TELL TO FRIENDS, by Dwight D. Eisenhower.	4	11
""			
6	NICHOLAS AND ALEXANDRA, by Robert K. Massie.	6	3
""			
7	INCREDIBLE VICTORY, by Walter Lord.	7	4
""			
8	THE LAWYERS, by Martin Mayer.	9	6
""			
9	EVERYTHING BUT MONEY, by Sam Levenson.	8	54
""			
10	HAPPINESS IS A STOCK THAT DOUBLES IN A YEAR, by Ira U. Cobleigh.	--	1
