This	July 15, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	14
""			
2	YOUNGBLOOD HAWKE, by Herman Wouk.	2	8
""			
3	DEARLY BELOVED, by Anne Morrow Lindbergh.	3	5
""			
4	FRANNY AND ZOOEY, by J.D. Salinger.	4	43
""			
5	THE REIVERS, by William Faulkner.	10	4
""			
6	UHURU, by Robert Ruark.	7	4
""			
7	THE AGONY AND THE ECSTASY, by Irving Stone.	5	68
""			
8	THE BULL FROM THE SEA, by Mary Renault.	6	20
""			
9	THE PRIZE, by Irving Wallace.	8	4
""			
10	ANOTHER COUNTRY, by James Baldwin.	14	2
""			
11	THE BIG LAUGH, by John O'Hara.	9	7
""			
12	DEVIL WATER, by Anya Seton.	11	18
""			
13	LETTING GO, by Philip Roth.	12	2
""			
14	PALE FIRE, by Vladimir Nabokov.	15	2
""			
15	THE SAN FRANCISCANS, by Nigel Busch.	16	5
""			
16	HORNSTEIN'S BOY, by Robert Traver.	--	12
This	July 15, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	19
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	33
""			
3	CALORIES DON'T COUNT, by Herman Taller.	3	32
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	4	22
""			
5	IN THE CLEARING, by Robert Frost.	5	14
""			
6	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	7	8
""			
7	CONVERSATION WITH STALIN, by Milovan Djilas.	6	7
""			
8	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	12	53
""			
9	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	10	3
""			
10	ONE MAN'S FREEDOM, by Edward Bennett Williams.	15	2
""			
11	SIX CRISES, by Richard Nixon.	8	15
""			
12	WHY NOT VICTORY?, by Barry M. Goldwater.	11	8
""			
13	JFK COLORING BOOK, by Jackie Kannon.	--	1
""			
14	THE NEW ENGLISH BIBLE; New Testament.	9	68
""			
15	EVERY FRENCHMAN HAS ONE, by Olivia De Havilland.	16	4
""			
16	SCOTT FITZGERALD, by Andrew Turnbull.	13	16
