This	January 26, 1969	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SALZBURG CONNECTION, by Helen MacInnes.	1	19
""			
2	A SMALL TOWN IN GERMANY, by John le Carré.	2	12
""			
3	AIRPORT, by Arthur Hailey.	3	44
""			
4	PRESERVE AND PROTECT, by Allen Drury.	4	18
""			
5	FORCE 10 FROM NAVARONE, by Alistair MacLean.	7	6
""			
6	THE FIRST CIRCLE, by Alexander Solzhenitsyn.	5	15
""			
7	THE HURRICANE YEARS, by Cameron Hawley.	6	15
""			
8	AND OTHER STORIES, by John O'Hara.	--	4
""			
9	TESTIMONY OF TWO MEN, by Taylor Caldwell.	8	37
""			
10	A WORLD OF PROFIT, by Louis Auchincloss.	10	3
This	January 26, 1969	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	"THE MONEY GAME, by ""Adam Smith""."	1	32
""			
2	INSTANT REPLAY, by Jerry Kramer.	2	12
""			
3	THE ARMS OF KRUPP, by William Manchester.	5	7
""			
4	MEMOIRS: SIXTY YEARS ON THE FIRING LINE, by Arthur Krock.	3	15
""			
5	THE DAY KENNEDY WAS SHOT, by Jim Bishop.	7	6
""			
6	ON REFLECTION, by Helen Hayes and Sandford Dody.	4	11
""			
7	THE RICH AND THE SUPER-RICH, by Ferdinand Lundberg.	6	28
""			
8	BETWEEN PARENT AND CHILD, by Haim G. Ginott.	--	60
""			
9	LONESOME CITIES, by Rod McKuen.	--	3
""			
10	THE JOYS OF YIDDISH, by Leo Rosten.	--	2
