This	October 7, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	26
""			
2	DEARLY BELOVED, by Anne Morrow Lindbergh.	2	17
""			
3	THE PRIZE, by Irving Wallace.	3	16
""			
4	YOUNGBLOOD HAWKE, by Herman Wouk.	4	20
""			
5	THE REIVERS, by William Faulkner.	5	16
""			
6	SEVEN DAYS IN MAY, by Fletcher Knebel and Charles W. Bailey II.	8	3
""			
7	ANOTHER COUNTRY, by James Baldwin.	6	14
""			
8	UHURU, by Robert Ruark.	7	16
""			
9	A SHADE OF DIFFERENCE, by Allen Drury.	--	1
""			
10	HORNBLOWER AND THE HOTSPUR, by C.S. Forester.	11	6
""			
11	THE THIN RED LINE, by James Jones.	12	2
""			
12	PORTRAIT IN BROWNSTONE, by Louis Auchincloss.	10	11
""			
13	ACT OF ANGER, by Bart Spicer.	9	6
""			
14	THE AGONY AND THE ECSTASY, by Irving Stone.	14	80
""			
15	MAGNIFICENT DESTINY, by Paul I. Wellman.	13	7
""			
16	BEFORE MY TIME, by Niccolo Tucci.	16	3
This	October 7, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	31
""			
2	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	4	20
""			
3	TRAVELS WITH CHARLEY, by John Steinbeck.	3	9
""			
4	MY LIFE IN COURT, by Louis Nizer.	2	45
""			
5	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	6	15
""			
6	THE BLUE NILE, by Alan Moorehead.	10	6
""			
7	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	5	9
""			
8	VEECK -- AS IN WRECK, by Bill Veeck.	9	11
""			
9	FINAL VERDICT, by Adela Rogers St. Johns.	14	4
""			
10	THE GUNS OF AUGUST, by Barbara W. Tuchman.	7	34
""			
11	SILENT SPRING, by Rachel Carson.	--	1
""			
12	IN-LAWS AND OUTLAWS, by C. Northcote Parkinson.	12	3
""			
13	ONE MAN'S FREEDOM, by Edward Bennett Williams.	11	14
""			
14	WILL ROGERS, by Donald Day.	13	2
""			
15	MEN AND DECISIONS, by Lewis L. Strauss.	8	11
""			
16	JFK COLORING BOOK, by Jackie Kannon.	15	13
