This	November 12, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	8
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	33
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	3	67
""			
4	THE CARPETBAGGERS, by Harold Robbins.	4	20
""			
5	MILA 18, by Leon Uris.	5	22
""			
6	SPIRIT LAKE, by MacKinlay Kantor.	15	4
""			
7	TROPIC OF CANCER, by Henry Miller.	6	20
""			
8	CLOCK WITHOUT HANDS, by Carson McCullers.	8	11
""			
9	THE EDGE OF SADNESS, by Edwin O'Connor.	7	21
""			
10	CHAIRMAN OF THE BORED, by Edward Streeter.	12	6
""			
11	THE WHITE RAJAH, by Nicholas Monsarrat.	9	4
""			
12	THE JUDAS TREE, by A.J. Cronin.	--	1
""			
13	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	10	19
""			
14	REMBRANDT, by Gladys Schmitt.	13	17
""			
15	THE PEACEMAKERS, by Marquis William Childs.	--	1
""			
16	LITTLE ME, by Patrick Dennis.	16	2
This	November 12, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	1	18
""			
2	A NATION OF SHEEP, by William J. Lederer.	2	29
""			
3	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	3	54
""			
4	INSIDE EUROPE TODAY, by John Gunther.	4	16
""			
5	CITIZEN HEARST, by W.A. Swanberg.	5	8
""			
6	THE NEW ENGLISH BIBLE; New Testament.	6	33
""			
7	LIVING FREE, by Joy Adamson.	7	2
""			
8	THE AGE OF REASON BEGINS, by Will and Ariel Durant.	12	8
""			
9	THE SHEPPARD MURDER CASE, by Paul Holmes.	11	11
""			
10	PROMISE AT DAWN, by Romain Gary.	13	2
""			
11	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	16	24
""			
12	RING OF BRIGHT WATER, by Gavin Maxwell.	8	36
""			
13	KIDNAP, by George Waller.	10	9
""			
14	I SHOULD HAVE KISSED HER MORE, by Alexander King.	9	4
""			
15	A MATTER OF LIFE AND DEATH, by Virgilia Peterson.	14	6
""			
16	SINCLAIR LEWIS: AN AMERICAN LIFE, by Mark Schorer.	15	3
