This	July 23, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	17
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	51
""			
3	MILA 18, by Leon Uris.	3	6
""			
4	THE EDGE OF SADNESS, by Edwin O'Connor.	4	5
""			
5	TROPIC OF CANCER, by Henry Miller.	6	4
""			
6	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	5	3
""			
7	THE CARPETBAGGERS, by Harold Robbins.	7	4
""			
8	THE LAST OF THE JUST, by Andre Schwarz-Bart.	8	36
""			
9	REMBRANDT, by Gladys Schmitt.	--	1
""			
10	A BURNT-OUT CASE, by Graham Greene.	9	22
""			
11	MOTHERS AND DAUGHTERS, by Evan Hunter.	12	6
""			
12	THE INCREDIBLE JOURNEY, by Sheila Burnford.	15	9
""			
13	A SHOOTING STAR, by Wallace Stegner.	14	6
""			
14	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	13	9
""			
15	HAWAII, by James Michener.	10	88
""			
16	ADVISE AND CONSENT, by Allen Drury.	--	101
This	July 23, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	38
""			
2	A NATION OF SHEEP, by William J. Lederer.	2	13
""			
3	THE NEW ENGLISH BIBLE; New Testament.	3	17
""			
4	RING OF BRIGHT WATER, by Gavin Maxwell.	4	20
""			
5	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	5	8
""			
6	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	13	2
""			
7	FIRSTHAND REPORT, by Sherman Adams.	8	2
""			
8	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	6	18
""	Parks.		
""			
9	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	7	15
""			
10	LIFE WITH WOMEN AND HOW TO SURVIVE IT, by Joseph H. Peck.	11	6
""			
11	FATE IS THE HUNTER, by Ernest K. Gann.	10	23
""			
12	SKETCHES FROM LIFE, by Dean Acheson.	9	7
""			
13	REALITY IN ADVERTISING, by Rosser Reeves.	--	9
""			
14	GIFTS OF PASSAGE, by Santha Rama Rau.	--	2
""			
15	JAPANESE INN, by Oliver Statler.	15	23
""			
16	MUSIC OF THE SPHERES, by Guy Murchie.	--	3
