This	December 24, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	14
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	39
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	3	73
""			
4	LITTLE ME, by Patrick Dennis.	7	8
""			
5	SPIRIT LAKE, by MacKinlay Kantor.	4	10
""			
6	CHAIRMAN OF THE BORED, by Edward Streeter.	6	12
""			
7	THE CARPETBAGGERS, by Harold Robbins.	5	26
""			
8	A PROLOGUE TO LOVE, by Taylor Caldwell.	13	4
""			
9	DAUGHTER OF SILENCE, by Morris L. West.	8	3
""			
10	THE JUDAS TREE, by A.J. Cronin.	9	7
""			
11	THE INCREDIBLE JOURNEY, by Sheila Burnford.	10	28
""			
12	MILA 18, by Leon Uris.	14	28
""			
13	THE PEACEMAKERS, by Marquis William Childs.	--	5
""			
14	CLOCK WITHOUT HANDS, by Carson McCullers.	12	17
""			
15	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	--	23
""			
16	I MET A LADY, by Howard Spring.	11	2
This	December 24, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	1	24
""			
2	LIVING FREE, by Joy Adamson.	3	8
""			
3	A NATION OF SHEEP, by William J. Lederer.	2	35
""			
4	MY LIFE IN COURT, by Louis Nizer.	7	4
""			
5	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	4	60
""			
6	THE NEW ENGLISH BIBLE; New Testament.	5	39
""			
7	CITIZEN HEARST, by W.A. Swanberg.	6	14
""			
8	I SHOULD HAVE KISSED HER MORE, by Alexander King.	9	10
""			
9	THE COMING FURY, by Bruce Catton.	8	6
""			
10	RING OF BRIGHT WATER, by Gavin Maxwell.	10	42
""			
11	CALORIES DON'T COUNT, by Herman Taller.	12	3
""			
12	PROMISE AT DAWN, by Romain Gary.	--	7
""			
13	LAROUSSE GASTRONOMIQUE, by Prosper Montagne.	15	6
""			
14	THE AGE OF REASON BEGINS, by Will and Ariel Durant.	13	14
""			
15	PICASSO'S PICASSOS, by David Douglas Duncan.	--	1
""			
16	PT 109, by Robert J. Donovan.	--	1
