This	October 28, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	A SHADE OF DIFFERENCE, by Allen Drury.	2	4
""			
2	SEVEN DAYS IN MAY, by Fletcher Knebel and Charles W. Bailey II.	3	6
""			
3	SHIP OF FOOLS, by Katherine Anne Porter.	1	29
""			
4	THE PRIZE, by Irving Wallace.	5	19
""			
5	DEARLY BELOVED, by Anne Morrow Lindbergh.	4	20
""			
6	THE THIN RED LINE, by James Jones.	7	5
""			
7	THE REIVERS, by William Faulkner.	8	19
""			
8	YOUNGBLOOD HAWKE, by Herman Wouk.	6	23
""			
9	ACT OF ANGER, by Bart Spicer.	10	9
""			
10	ANOTHER COUNTRY, by James Baldwin.	9	17
""			
11	PORTRAIT IN BROWNSTONE, by Louis Auchincloss.	16	14
""			
12	THE AGONY AND THE ECSTASY, by Irving Stone.	13	83
""			
13	UHURU, by Robert Ruark.	11	19
""			
14	MAGNIFICENT DESTINY, by Paul I. Wellman.	12	10
""			
15	GABRIELA, CLOVE AND CINNAMON, by Jorge Amado.	15	3
""			
16	HORNBLOWER AND THE HOTSPUR, by C.S. Forester.	14	9
This	October 28, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SILENT SPRING, by Rachel Carson.	3	4
""			
2	THE ROTHSCHILDS, by Frederic Morton.	2	34
""			
3	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	5	23
""			
4	TRAVELS WITH CHARLEY, by John Steinbeck.	1	12
""			
5	MY LIFE IN COURT, by Louis Nizer.	4	48
""			
6	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	6	18
""			
7	THE BLUE NILE, by Alan Moorehead.	9	9
""			
8	THE GUNS OF AUGUST, by Barbara W. Tuchman.	7	37
""			
9	FINAL VERDICT, by Adela Rogers St. Johns.	10	7
""			
10	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	8	12
""			
11	IN-LAWS AND OUTLAWS, by C. Northcote Parkinson.	12	6
""			
12	A STUDY OF COMMUNISM, by J. Edgar Hoover.	14	2
""			
13	LETTERS FROM THE EARTH, by Mark Twain.	16	2
""			
14	WILL ROGERS, by Donald Day.	11	5
""			
15	MEN AND DECISIONS, by Lewis L. Strauss.	13	13
""			
16	ONE MAN'S FREEDOM, by Edward Bennett Williams.	--	16
