This	October 8, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	28
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	62
""			
3	FRANNY AND ZOOEY, by J.D. Salinger.	8	3
""			
4	THE CARPETBAGGERS, by Harold Robbins.	3	15
""			
5	MILA 18, by Leon Uris.	4	17
""			
6	THE EDGE OF SADNESS, by Edwin O'Connor.	6	16
""			
7	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	5	14
""			
8	TROPIC OF CANCER, by Henry Miller.	7	15
""			
9	CLOCK WITHOUT HANDS, by Carson McCullers.	10	6
""			
10	REMBRANDT, by Gladys Schmitt.	9	12
""			
11	THE INCREDIBLE JOURNEY, by Sheila Burnford.	11	19
""			
12	THE HOUSE AT OLD VINE, by Norah Lofts.	15	2
""			
13	CHAIRMAN OF THE BORED, by Edward Streeter.	--	1
""			
14	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	13	20
""			
15	A MAN IN A MIRROR, by Richard Llewellyn.	12	5
""			
16	THE SMALL ROOM, by May Sarton.	14	2
This	October 8, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	1	13
""			
2	A NATION OF SHEEP, by William J. Lederer.	3	24
""			
3	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	2	49
""			
4	INSIDE EUROPE TODAY, by John Gunther.	4	11
""			
5	THE NEW ENGLISH BIBLE; New Testament.	5	28
""			
6	CITIZEN HEARST, by W.A. Swanberg.	8	3
""			
7	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	7	19
""			
8	RING OF BRIGHT WATER, by Gavin Maxwell.	6	31
""			
9	THE SHEPPARD MURDER CASE, by Paul Holmes.	11	6
""			
10	THE AGE OF REASON BEGINS, by Will and Ariel Durant.	15	3
""			
11	THE SPANISH CIVIL WAR, by Hugh Thomas.	9	10
""			
12	KIDNAP, by George Waller.	10	4
""			
13	A MATTER OF LIFE AND DEATH, by Virgilia Peterson.	--	1
""			
14	NOBODY KNOWS MY NAME, by James Baldwin.	14	7
""			
15	MAN AND DOLPHIN, by John Cunningham Lilly.	--	1
""			
16	FIRSTHAND REPORT, by Sherman Adams.	16	12
