This	April 22, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	31
""			
2	THE BULL FROM THE SEA, by Mary Renault.	2	8
""			
3	THE FOX IN THE ATTIC, by Richard Hughes.	3	9
""			
4	THE AGONY AND THE ECSTASY, by Irving Stone.	4	56
""			
5	SHIP OF FOOLS, by Katherine Anne Porter.	11	2
""			
6	DEVIL WATER, by Anya Seton.	5	6
""			
7	A PROLOGUE TO LOVE, by Taylor Caldwell.	6	21
""			
8	TO KILL A MOCKINGBIRD, by Harper Lee.	8	90
""			
9	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	7	13
""			
10	CHAIRMAN OF THE BORED, by Edward Streeter.	10	29
""			
11	THE IVY TREE, by Mary Stewart.	9	15
""			
12	ISLAND, by Aldous Huxley.	16	2
""			
13	HORNSTEIN'S BOY, by Robert Traver.	--	1
""			
14	DAUGHTER OF SILENCE, by Morris L. West.	12	20
""			
15	PIGEON FEATHERS, by John Updike.	--	1
""			
16	KIRKLAND REVELS, by Victoria Holt.	--	9
This	April 22, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	CALORIES DON'T COUNT, by Herman Taller.	1	20
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	21
""			
3	THE ROTHSCHILDS, by Frederic Morton.	3	7
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	4	10
""			
5	SIX CRISES, by Richard Nixon.	6	3
""			
6	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	5	41
""			
7	IN THE CLEARING, by Robert Frost.	10	2
""			
8	THE LAST PLANTAGENETS, by Thomas B. Costain.	8	10
""			
9	SCOTT FITZGERALD, by Andrew Turnbull.	9	4
""			
10	CIA: THE INSIDE STORY, by Andrew Tully.	7	11
""			
11	THE NEW ENGLISH BIBLE; New Testament.	12	56
""			
12	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	11	77
""			
13	BEFORE I SLEEP, by James Monahan.	13	16
""			
14	THE RICH NATIONS AND THE POOR NATIONS, by Barbara Ward.	--	2
""			
15	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	16	28
""			
16	A NATION OF SHEEP, by William J. Lederer.	--	51
