This	April 15, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	30
""			
2	THE BULL FROM THE SEA, by Mary Renault.	5	7
""			
3	THE FOX IN THE ATTIC, by Richard Hughes.	2	8
""			
4	THE AGONY AND THE ECSTASY, by Irving Stone.	3	55
""			
5	DEVIL WATER, by Anya Seton.	6	5
""			
6	A PROLOGUE TO LOVE, by Taylor Caldwell.	4	20
""			
7	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	9	12
""			
8	TO KILL A MOCKINGBIRD, by Harper Lee.	7	89
""			
9	THE IVY TREE, by Mary Stewart.	11	14
""			
10	CHAIRMAN OF THE BORED, by Edward Streeter.	8	28
""			
11	SHIP OF FOOLS, by Katherine Anne Porter.	--	1
""			
12	DAUGHTER OF SILENCE, by Morris L. West.	10	19
""			
13	THE CARPETBAGGERS, by Harold Robbins.	15	41
""			
14	LITTLE ME, by Patrick Dennis.	12	24
""			
15	CAPITOL HILL, by Andrew Tully.	16	2
""			
16	ISLAND, by Aldous Huxley.	--	1
This	April 15, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	CALORIES DON'T COUNT, by Herman Taller.	1	19
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	20
""			
3	THE ROTHSCHILDS, by Frederic Morton.	4	6
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	3	9
""			
5	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	5	40
""			
6	SIX CRISES, by Richard Nixon.	14	2
""			
7	CIA: THE INSIDE STORY, by Andrew Tully.	6	10
""			
8	THE LAST PLANTAGENETS, by Thomas B. Costain.	7	9
""			
9	SCOTT FITZGERALD, by Andrew Turnbull.	11	3
""			
10	IN THE CLEARING, by Robert Frost.	--	1
""			
11	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	8	76
""			
12	THE NEW ENGLISH BIBLE; New Testament.	9	55
""			
13	BEFORE I SLEEP, by James Monahan.	12	15
""			
14	THE EXECUTIVE COLORING BOOK, by Marcie Hans.	16	5
""			
15	MY SABER IS BENT, by Jack Paar.	10	16
""			
16	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	15	27
