This	December 8, 1968	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SALZBURG CONNECTION, by Helen MacInnes.	1	12
""			
2	A SMALL TOWN IN GERMANY, by John le Carré.	4	5
""			
3	PRESERVE AND PROTECT, by Allen Drury.	2	11
""			
4	AIRPORT, by Arthur Hailey.	3	37
""			
5	THE HURRICANE YEARS, by Cameron Hawley.	5	8
""			
6	COUPLES, by John Updike.	6	35
""			
7	THE SENATOR, by Drew Pearson.	9	13
""			
8	TRUE GRIT, by Charles Portis.	8	21
""			
9	TESTIMONY OF TWO MEN, by Taylor Caldwell.	7	30
""			
10	THE FIRST CIRCLE, by Alexander Solzhenitsyn.	10	8
This	December 8, 1968	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	"THE MONEY GAME, by ""Adam Smith""."	1	25
""			
2	MEMOIRS: SIXTY YEARS ON THE FIRING LINE, by Arthur Krock.	2	8
""			
3	BETWEEN PARENT AND CHILD, by Haim G. Ginott.	4	54
""			
4	INSTANT REPLAY, by Jerry Kramer.	5	5
""			
5	ON REFLECTION, by Helen Hayes and Sandford Dody.	7	4
""			
6	THE RICH AND THE SUPER-RICH, by Ferdinand Lundberg.	3	21
""			
7	ANTI-MEMOIRS, by Andre Malraux.	6	4
""			
8	THE JOYS OF YIDDISH, by Leo Rosten.	--	1
""			
9	THE BOGEY MAN, by George Plimpton.	--	1
""			
10	OF DIAMONDS & DIPLOMATS, by Letitia Baldrige.	8	9
