This	September 17, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	25
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	59
""			
3	THE CARPETBAGGERS, by Harold Robbins.	6	12
""			
4	MILA 18, by Leon Uris.	3	14
""			
5	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	5	11
""			
6	THE EDGE OF SADNESS, by Edwin O'Connor.	4	13
""			
7	TROPIC OF CANCER, by Henry Miller.	7	12
""			
8	REMBRANDT, by Gladys Schmitt.	8	9
""			
9	CLOCK WITHOUT HANDS, by Carson McCullers.	10	3
""			
10	MOTHERS AND DAUGHTERS, by Evan Hunter.	12	14
""			
11	A MAN IN A MIRROR, by Richard Llewellyn.	15	2
""			
12	LILITH, by J.R. Salamanca.	--	1
""			
13	THE OFF-ISLANDERS, by Nathaniel Benchley.	--	2
""			
14	THE INCREDIBLE JOURNEY, by Sheila Burnford.	9	16
""			
15	THE LAST OF THE JUST, by Andre Schwarz-Bart.	16	44
""			
16	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	14	17
This	September 17, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	1	10
""			
2	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	2	46
""			
3	A NATION OF SHEEP, by William J. Lederer.	3	21
""			
4	INSIDE EUROPE TODAY, by John Gunther.	4	8
""			
5	THE NEW ENGLISH BIBLE; New Testament.	5	25
""			
6	RING OF BRIGHT WATER, by Gavin Maxwell.	6	28
""			
7	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	7	16
""			
8	THE SHEPPARD MURDER CASE, by Paul Holmes.	9	3
""			
9	NOBODY KNOWS MY NAME, by James Baldwin.	10	4
""			
10	THE SPANISH CIVIL WAR, by Hugh Thomas.	8	7
""			
11	KIDNAP, by George Waller.	--	1
""			
12	LIFE WITH WOMEN AND HOW TO SURVIVE IT, by Joseph H. Peck.	12	14
""			
13	FIRSTHAND REPORT, by Sherman Adams.	11	10
""			
14	THESE RUINS ARE INHABITED, by Muriel Beadle.	16	7
""			
15	THE ROAD PAST MANDALAY, by John Masters.	--	1
""			
16	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	13	22
