This	September 4, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	HAWAII, by James Michener.	1	42
""			
2	ADVISE AND CONSENT, by Allen Drury.	2	56
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	17
""			
4	THE CHAPMAN REPORT, by Irving Wallace.	4	14
""			
5	THE LOVELY AMBITION, by Mary Ellen Chase.	6	10
""			
6	WATER OF LIFE, by Henry Morton Robinson.	5	10
""			
7	TO KILL A MOCKINGBIRD, by Harper Lee.	7	5
""			
8	THE AFFAIR, by C.P. Snow.	10	15
""			
9	THE VIEW FROM THE FORTIETH FLOOR, by Theodore H. White.	9	13
""			
10	BEFORE YOU GO, by Jerome Weidman.	11	4
""			
11	DIAMOND HEAD, by Peter Gilman.	8	8
""			
12	SET THIS HOUSE ON FIRE, by William Styron.	12	11
""			
13	THE SUN IS MY SHADOW, by Robert Wilder.	14	3
""			
14	THE INTERNS, by Richard Frede.	--	8
""			
15	TRUSTEE FROM THE TOOLROOM, by Nevil Shute.	--	21
""			
16	THE LAST TEMPTATION OF CHRIST, by Nikos Kazantzakis.	--	1
This	September 4, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BORN FREE, by Joy Adamson.	1	17
""			
2	HOW I MADE $2,000,000 IN THE STOCK MARKET, by Nicolas Darvas.	3	10
""			
3	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	2	33
""			
4	FOLK MEDICINE, by Deforest Clinton Jarvis.	4	73
""			
5	ENJOY, ENJOY!, by Harry Golden.	6	6
""			
6	THE GOOD YEARS, by Walter Lord.	9	10
""			
7	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	7	11
""			
8	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	5	10
""			
9	I KID YOU NOT, by Jack Paar.	8	20
""			
10	THE LIBERAL HOUR, by John Kenneth Galbraith.	--	1
""			
11	MR. CITIZEN, by Harry S. Truman.	10	10
""			
12	THE STRATEGY OF PEACE, by John F. Kennedy.	--	3
""			
13	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	12	18
""			
14	DAUGHTERS AND REBELS, by Jessica Mitford.	--	2
""			
15	THOMAS WOLFE, by Elizabeth Nowell.	13	6
""			
16	BASEBALL IS A FUNNY GAME, by Joe Garagiola.	15	6
