This	February 4, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	20
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	45
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	3	79
""			
4	LITTLE ME, by Patrick Dennis.	4	14
""			
5	A PROLOGUE TO LOVE, by Taylor Caldwell.	5	10
""			
6	DAUGHTER OF SILENCE, by Morris L. West.	7	9
""			
7	CHAIRMAN OF THE BORED, by Edward Streeter.	8	18
""			
8	SPIRIT LAKE, by MacKinlay Kantor.	6	16
""			
9	THE IVY TREE, by Mary Stewart.	9	4
""			
10	THE CARPETBAGGERS, by Harold Robbins.	10	32
""			
11	THE JUDAS TREE, by A.J. Cronin.	13	13
""			
12	THE INCREDIBLE JOURNEY, by Sheila Burnford.	11	34
""			
13	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	14	2
""			
14	CLOCK WITHOUT HANDS, by Carson McCullers.	12	22
""			
15	I MET A LADY, by Howard Spring.	--	6
""			
16	THE END OF THE BATTLE, by Evelyn Waugh.	--	1
This	February 4, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MY LIFE IN COURT, by Louis Nizer.	1	10
""			
2	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	2	30
""			
3	CALORIES DON'T COUNT, by Herman Taller.	5	9
""			
4	LIVING FREE, by Joy Adamson.	3	14
""			
5	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	4	66
""			
6	THE NEW ENGLISH BIBLE; New Testament.	7	45
""			
7	A NATION OF SHEEP, by William J. Lederer.	6	41
""			
8	MY SABER IS BENT, by Jack Paar.	8	6
""			
9	THE COMING FURY, by Bruce Catton.	9	12
""			
10	CITIZEN HEARST, by W.A. Swanberg.	10	20
""			
11	BEFORE I SLEEP, by James Monahan.	11	5
""			
12	I SHOULD HAVE KISSED HER MORE, by Alexander King.	12	16
""			
13	PT 109, by Robert J. Donovan.	13	6
""			
14	RING OF BRIGHT WATER, by Gavin Maxwell.	14	47
""			
15	THE BLUE OF CAPRICORN, by Eugene Burdick.	--	2
""			
16	BUT NOT IN SHAME, by John Toland.	16	4
