This	June 15, 1969	Last	Weeks
Week	Fiction	Week	On List
""			
1	PORTNOY'S COMPLAINT, by Philip Roth.	1	17
""			
2	THE LOVE MACHINE, by Jacqueline Susann.	2	4
""			
3	THE GODFATHER, by Mario Puzo.	3	12
""			
4	ADA, OR ARDOR: A FAMILY CHRONICLE, by Vladimir Nabokov.	4	4
""			
5	SLAUGHTERHOUSE FIVE, by Kurt Vonnegut.	7	8
""			
6	EXCEPT FOR ME AND THEE, by Jessamyn West.	6	9
""			
7	THE SALZBURG CONNECTION, by Helen MacInnes.	5	39
""			
8	BULLET PARK, by John Cheever.	10	5
""			
9	THE VINES OF YARRABEE, by Dorothy Eden.	9	14
""			
10	SUNDAY THE RABBI STAYED HOME, by Harry Kemelman.	--	9
This		June 15, 1969	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	JENNIE, by Ralph G. Martin.		1	13
""				
2	ERNEST HEMINGWAY, by Carlos Baker.		2	7
""				
3	MISS CRAIG'S 21-DAY SHAPE-UP PROGRAM FOR MEN AND WOMEN, by		3	21
""	Marjorie Craig.			
""				
4	BETWEEN PARENT & TEENAGER, by Haim G. Ginott.		6	4
""				
5	THE 900 DAYS, by Harrison E. Sailsbury.		4	17
""				
6	THE PETER PRINCIPLE, by Dr. Laurence J. Peter and Raymond Hull.		7	5
""				
7	"THE MONEY GAME, by ""Adam Smith""."		5	52
""				
8	THE ARMS OF KRUPP, by William Manchester.		8	27
""				
9	AN AMERICAN MELODRAMA: THE PRESIDENTIAL CAMPAIGN OF 1968, by		--	1
""	Lewis Chester, Godfrey Hodgson and Bruce Page.			
""				
10	INSTANT REPLAY, by Jerry Kramer.		--	29
