This	May 22, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury.	2	41
""			
2	HAWAII, by James Michener.	1	27
""			
3	THE CONSTANT IMAGE, by Marcia Davenport.	3	15
""			
4	THE LINCOLN LORDS, by Cameron Hawley.	4	10
""			
5	OURSELVES TO KNOW, by John O'Hara.	5	13
""			
6	THE LEOPARD, by Guiseppe di Lampedusa.	15	2
""			
7	TRUSTEE FROM THE TOOLROOM, by Nevil Shute.	6	7
""			
8	CLEA, by Lawrence Durrell.	10	7
""			
9	A DISTANT TRUMPET, by Paul Horgan.	8	3
""			
10	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell.	11	60
""			
11	TWO WEEKS IN ANOTHER TOWN, by Irwin Shaw.	9	16
""			
12	MY BROTHER MICHAEL, by Mary Stewart.	12	5
""			
13	THE DEVIL'S ADVOCATE, by Morrs L. West.	13	34
""			
14	MRS. 'ARRIS GOES TO NEW YORK, by Paul Gallico.	7	8
""			
15	SOUTH OF THE ANGELS, by Jessamyn West.	14	2
""			
16	ALL THE DAY LONG, by Howard Spring.	--	9
This	May 22, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	1	18
""			
2	FOLK MEDICINE, by Deforest Clinton Jarvis.	2	58
""			
3	THE ENEMY WITHIN, by Robert F. Kennedy.	3	10
""			
4	I KID YOU NOT, by Jack Paar.	5	5
""			
5	THE LAW AND THE PROFITS, by C. Northcote Parkinson.	4	10
""			
6	ACT ONE, by Moss Hart.	6	34
""			
7	HOLLYWOOD RAJAH, by Bosley Crowther.	9	6
""			
8	MY WICKED, WICKED WAYS, by Errol Flynn.	7	18
""			
9	BORN FREE, by Joy Adamson.	10	2
""			
10	GRANT MOVES SOUTH, by Bruce Catton.	8	13
""			
11	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	13	3
""			
12	THE JOY OF MUSIC, by Leonard Bernstein.	12	22
""			
13	MEYER BERGER'S NEW YORK, by Meyer Berger.	11	5
""			
14	RETURN TO JAPAN, by Elizabeth Gray Vining.	--	1
""			
15	THE LIFETIME READING PLAN, by Clifton Fadiman.	--	3
""			
16	PERLE, by Perle Mesta with Robert Cahn.	15	2
