This	November 4, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	A SHADE OF DIFFERENCE, by Allen Drury.	1	5
""			
2	SEVEN DAYS IN MAY, by Fletcher Knebel and Charles W. Bailey II.	2	7
""			
3	SHIP OF FOOLS, by Katherine Anne Porter.	3	30
""			
4	THE PRIZE, by Irving Wallace.	4	20
""			
5	DEARLY BELOVED, by Anne Morrow Lindbergh.	5	21
""			
6	THE THIN RED LINE, by James Jones.	6	6
""			
7	WHERE LOVE HAS GONE, by Harold Robbins.	--	1
""			
8	ANOTHER COUNTRY, by James Baldwin.	10	18
""			
9	YOUNGBLOOD HAWKE, by Herman Wouk.	8	24
""			
10	ACT OF ANGER, by Bart Spicer.	9	10
""			
11	THE REIVERS, by William Faulkner.	7	20
""			
12	UHURU, by Robert Ruark.	13	20
""			
13	FAIL-SAFE, by Eugene Burdick and Harvey Wheeler.	--	1
""			
14	GABRIELA, CLOVE AND CINNAMON, by Jorge Amado.	15	4
""			
15	WE HAVE ALWAYS LIVED IN THE CASTLE, by Shirley Jackson.	--	1
""			
16	MAGNIFICENT DESTINY, by Paul I. Wellman.	14	11
This	November 4, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SILENT SPRING, by Rachel Carson.	1	5
""			
2	TRAVELS WITH CHARLEY, by John Steinbeck.	4	13
""			
3	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	3	24
""			
4	THE ROTHSCHILDS, by Frederic Morton.	2	35
""			
5	MY LIFE IN COURT, by Louis Nizer.	5	49
""			
6	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	6	19
""			
7	THE BLUE NILE, by Alan Moorehead.	7	10
""			
8	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	10	13
""			
9	FINAL VERDICT, by Adela Rogers St. Johns.	9	8
""			
10	THE GUNS OF AUGUST, by Barbara W. Tuchman.	8	38
""			
11	LETTERS FROM THE EARTH, by Mark Twain.	13	3
""			
12	A STUDY OF COMMUNISM, by J. Edgar Hoover.	12	3
""			
13	MEN AND DECISIONS, by Lewis L. Strauss.	15	14
""			
14	VEECK -- AS IN WRECK, by Bill Veeck.	--	14
""			
15	IN-LAWS AND OUTLAWS, by C. Northcote Parkinson.	11	7
""			
16	WILL ROGERS, by Donald Day.	14	6
