This	July 6, 1969	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOVE MACHINE, by Jacqueline Susann.	1	7
""			
2	PORTNOY'S COMPLAINT, by Philip Roth.	2	20
""			
3	THE GODFATHER, by Mario Puzo.	3	15
""			
4	ADA, OR ARDOR: A FAMILY CHRONICLE, by Vladimir Nabokov.	4	7
""			
5	EXCEPT FOR ME AND THEE, by Jessamyn West.	5	12
""			
6	THE ANDROMEDA STRAIN, by Michael Crichton.	8	2
""			
7	SLAUGHTERHOUSE FIVE, by Kurt Vonnegut.	6	11
""			
8	THE SALZBURG CONNECTION, by Helen MacInnes.	9	42
""			
9	THE VINES OF YARRABEE, by Dorothy Eden.	--	16
""			
10	THE GOODBYE LOOK, by Ross MacDonald.	--	1
This		July 6, 1969	Last	Weeks
Week		Non-Fiction	Week	On List
""				
1	JENNIE, by Ralph G. Martin.		1	16
""				
2	BETWEEN PARENT & TEENAGER, by Haim G. Ginott.		3	7
""				
3	THE PETER PRINCIPLE, by Dr. Laurence J. Peter and Raymond Hull.		4	8
""				
4	ERNEST HEMINGWAY, by Carlos Baker.		2	10
""				
5	THE KINGDOM AND THE POWER, by Gay Talese.		8	2
""				
6	THE 900 DAYS, by Harrison E. Sailsbury.		6	20
""				
7	MISS CRAIG'S 21-DAY SHAPE-UP PROGRAM FOR MEN AND WOMEN, by		5	24
""	Marjorie Craig.			
""				
8	"THE MONEY GAME, by ""Adam Smith""."		7	55
""				
9	THE JOYS OF YIDDISH, by Leo Rosten.		9	18
""				
10	A LONG ROW OF CANDLES, by C.L. Sulzberger.		--	1
