This	September 30, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	25
""			
2	DEARLY BELOVED, by Anne Morrow Lindbergh.	2	16
""			
3	THE PRIZE, by Irving Wallace.	4	15
""			
4	YOUNGBLOOD HAWKE, by Herman Wouk.	3	19
""			
5	THE REIVERS, by William Faulkner.	5	15
""			
6	ANOTHER COUNTRY, by James Baldwin.	8	13
""			
7	UHURU, by Robert Ruark.	9	15
""			
8	SEVEN DAYS IN MAY, by Fletcher Knebel and Charles W. Bailey II.	15	2
""			
9	ACT OF ANGER, by Bart Spicer.	11	5
""			
10	PORTRAIT IN BROWNSTONE, by Louis Auchincloss.	7	10
""			
11	HORNBLOWER AND THE HOTSPUR, by C.S. Forester.	6	5
""			
12	THE THIN RED LINE, by James Jones.	--	1
""			
13	MAGNIFICENT DESTINY, by Paul I. Wellman.	14	6
""			
14	THE AGONY AND THE ECSTASY, by Irving Stone.	10	79
""			
15	FRANNY AND ZOOEY, by J.D. Salinger.	12	54
""			
16	BEFORE MY TIME, by Niccolo Tucci.	--	2
This	September 30, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	30
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	44
""			
3	TRAVELS WITH CHARLEY, by John Steinbeck.	4	8
""			
4	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	3	19
""			
5	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	6	8
""			
6	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	5	14
""			
7	THE GUNS OF AUGUST, by Barbara W. Tuchman.	7	33
""			
8	MEN AND DECISIONS, by Lewis L. Strauss.	11	10
""			
9	VEECK -- AS IN WRECK, by Bill Veeck.	9	10
""			
10	THE BLUE NILE, by Alan Moorehead.	10	5
""			
11	ONE MAN'S FREEDOM, by Edward Bennett Williams.	8	13
""			
12	IN-LAWS AND OUTLAWS, by C. Northcote Parkinson.	--	2
""			
13	WILL ROGERS, by Donald Day.	--	1
""			
14	FINAL VERDICT, by Adela Rogers St. Johns.	13	3
""			
15	JFK COLORING BOOK, by Jackie Kannon.	12	12
""			
16	IN THE CLEARING, by Robert Frost.	16	25
