This	March 11, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	25
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	50
""			
3	A PROLOGUE TO LOVE, by Taylor Caldwell.	3	15
""			
4	TO KILL A MOCKINGBIRD, by Harper Lee.	4	84
""			
5	THE FOX IN THE ATTIC, by Richard Hughes.	9	3
""			
6	THE IVY TREE, by Mary Stewart.	6	9
""			
7	DAUGHTER OF SILENCE, by Morris L. West.	5	14
""			
8	CHAIRMAN OF THE BORED, by Edward Streeter.	7	23
""			
9	THE BULL FROM THE SEA, by Mary Renault.	12	2
""			
10	LITTLE ME, by Patrick Dennis.	8	19
""			
11	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	10	7
""			
12	TWILIGHT OF HONOR, by Al Dewlen.	15	5
""			
13	THE CARPETBAGGERS, by Harold Robbins.	11	37
""			
14	KIRKLAND REVELS, by Victoria Holt.	14	4
""			
15	THE INCREDIBLE JOURNEY, by Sheila Burnford.	--	38
""			
16	A DANCE TO THE MUSIC OF TIME, by Anthony Powell.	--	2
This	March 11, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MY LIFE IN COURT, by Louis Nizer.	1	15
""			
2	CALORIES DON'T COUNT, by Herman Taller.	2	14
""			
3	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	3	35
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	5	4
""			
5	THE LAST PLANTAGENETS, by Thomas B. Costain.	10	4
""			
6	CIA: THE INSIDE STORY, by Andrew Tully.	9	5
""			
7	MY SABER IS BENT, by Jack Paar.	8	11
""			
8	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	6	71
""			
9	A NATION OF SHEEP, by William J. Lederer.	7	46
""			
10	LIVING FREE, by Joy Adamson.	4	19
""			
11	THE NEW ENGLISH BIBLE; New Testament.	11	50
""			
12	BEFORE I SLEEP, by James Monahan.	12	10
""			
13	THE ROTHSCHILDS, by Frederic Morton.	--	1
""			
14	THE COMING FURY, by Bruce Catton.	14	17
""			
15	CITIZEN HEARST, by W.A. Swanberg.	15	25
""			
16	ELIZABETH AND LEICESTER, by Elizabeth Jenkins.	--	1
