This	August 28, 1966	Last	Weeks
Week	Fiction	Week	On List
""			
1	VALLEY OF THE DOLLS, by Jacqueline Susann.	1	25
""			
2	THE ADVENTURERS, by Harold Robbins.	2	22
""			
3	TAI-PAN, by James Clavell.	3	12
""			
4	THE SOURCE, by James Michener.	4	66
""			
5	THE DETECTIVE, by Roderick Thorp.	5	7
""			
6	TELL NO MAN, by Adela Rogers St. Johns.	6	24
""			
7	THE DOUBLE IMAGE, by Helen MacInnes.	8	31
""			
8	GILES GOAT BOY, by John Barth.	--	1
""			
9	THE KREMLIN LETTER, by Noel Behn.	9	6
""			
10	THE EMBEZZLER, by Louis Auchincloss.	--	27
This	August 28, 1966	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HOW TO AVOID PROBATE, by Norman F. Dacey.	1	20
""			
2	THE LAST BATTLE, by Cornelius Ryan.	2	23
""			
3	HUMAN SEXUAL RESPONSE, by William H. Masters and Virginia E. Johnson.	3	16
""			
4	GAMES PEOPLE PLAY, by Eric Berne.	5	57
""			
5	PAPA HEMINGWAY: A PERSONAL MEMOIR, by A.E. Hotchner.	4	19
""			
6	TWO UNDER THE INDIAN SUN: by Jon Godden and Rumer Godden.	6	8
""			
7	THE BIG SPENDERS, by Lucius Morris Beebe.	8	6
""			
8	IN COLD BLOOD, by Truman Capote.	7	32
""			
9	FLYING SAUCERS -- SERIOUS BUSINESS, by Frank Edwards.	9	4
""			
10	TINKERBELLE, by Robert Manry.	10	3
