This	March 19, 1967	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SECRET OF SANTA VITTORIA, by Robert Crichton.	1	27
""			
2	THE ARRANGEMENT, by Elia Kazan.	3	4
""			
3	CAPABLE OF HONOR, by Allen Drury.	2	25
""			
4	VALLEY OF THE DOLLS, by Jacqueline Susann.	4	54
""			
5	THE CAPTAIN, by Jan de Hartog.	5	9
""			
6	THE MASK OF APOLLO, by Mary Renault.	7	18
""			
7	THE BIRDS FALL DOWN, by Rebecca West.	6	21
""			
8	TAI-PAN, by James Clavell.	8	41
""			
9	ALL IN THE FAMILY, by Edwin O'Connor.	9	22
""			
10	WAITING FOR WINTER, by John O'Hara.	10	9
This	March 19, 1967	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EVERYTHING BUT MONEY, by Sam Levenson.	2	26
""			
2	MADAME SARAH, by Cornelia Otis Skinner.	1	8
""			
3	GAMES PEOPLE PLAY, by Eric Berne.	4	86
""			
4	PAPER LION, by George Plimpton.	3	12
""			
5	THE JURY RETURNS, by Louis Nizer.	5	15
""			
6	INSIDE SOUTH AMERICA, by John Gunther.	6	4
""			
7	EDGAR CAYCE, by Jess Stearn.	8	2
""			
8	THE BITTER HERITAGE, by Arthur Meier Schlesinger Jr.	--	1
""			
9	THE BOSTON STRANGLER, by Gerald Frank.	10	18
""			
10	RUSH TO JUDGMENT, by Mark Lane.	7	28
