This	November 18, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SEVEN DAYS IN MAY, by Fletcher Knebel and Charles W. Bailey II.	2	9
""			
2	A SHADE OF DIFFERENCE, by Allen Drury.	1	7
""			
3	FAIL-SAFE, by Eugene Burdick and Harvey Wheeler.	8	3
""			
4	SHIP OF FOOLS, by Katherine Anne Porter.	3	32
""			
5	DEARLY BELOVED, by Anne Morrow Lindbergh.	5	23
""			
6	THE THIN RED LINE, by James Jones.	6	8
""			
7	WHERE LOVE HAS GONE, by Harold Robbins.	7	3
""			
8	THE PRIZE, by Irving Wallace.	4	22
""			
9	ANOTHER COUNTRY, by James Baldwin.	9	20
""			
10	THE REIVERS, by William Faulkner.	12	22
""			
11	ACT OF ANGER, by Bart Spicer.	11	12
""			
12	GENIUS, by Patrick Dennis.	--	1
""			
13	WE HAVE ALWAYS LIVED IN THE CASTLE, by Shirley Jackson.	15	3
""			
14	YOUNGBLOOD HAWKE, by Herman Wouk.	10	26
""			
15	UHURU, by Robert Ruark.	13	22
""			
16	GABRIELA, CLOVE AND CINNAMON, by Jorge Amado.	14	6
This	November 18, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SILENT SPRING, by Rachel Carson.	1	7
""			
2	TRAVELS WITH CHARLEY, by John Steinbeck.	2	15
""			
3	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	3	26
""			
4	THE ROTHSCHILDS, by Frederic Morton.	4	37
""			
5	MY LIFE IN COURT, by Louis Nizer.	5	51
""			
6	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	6	21
""			
7	LETTERS FROM THE EARTH, by Mark Twain.	11	5
""			
8	A STUDY OF COMMUNISM, by J. Edgar Hoover.	12	5
""			
9	THE BLUE NILE, by Alan Moorehead.	7	12
""			
10	THE POINTS OF MY COMPASS, by E.B. White.	--	1
""			
11	FINAL VERDICT, by Adela Rogers St. Johns.	9	10
""			
12	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	8	15
""			
13	ELEGANT WITS AND GRAND HORIZONTALS, by Cornelia Otis Skinner.	--	1
""			
14	THE GUNS OF AUGUST, by Barbara W. Tuchman.	10	40
""			
15	THE PYRAMID CLIMBERS, by Vance Packard.	--	1
""			
16	WILL ROGERS, by Donald Day.	16	8
