This	July 31, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury.	1	51
""			
2	HAWAII, by James Michener.	2	37
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	12
""			
4	THE CHAPMAN REPORT, by Irving Wallace.	4	9
""			
5	WATER OF LIFE, by Henry Morton Robinson.	7	5
""			
6	THE AFFAIR, by C.P. Snow.	5	10
""			
7	THE VIEW FROM THE FORTIETH FLOOR, by Theodore H. White.	6	8
""			
8	THE CONSTANT IMAGE, by Marcia Davenport.	11	25
""			
9	THE LOVELY AMBITION, by Mary Ellen Chase.	8	5
""			
10	SET THIS HOUSE ON FIRE, by William Styron.	9	6
""			
11	WATCHER IN THE SHADOWS, by Geoffrey Household.	12	2
""			
12	THE LINCOLN LORDS, by Cameron Hawley.	13	20
""			
13	DIAMOND HEAD, by Peter Gilman.	14	3
""			
14	THE INTERNS, by Richard Frede.	16	6
""			
15	A DISTANT TRUMPET, by Paul Horgan.	--	12
""			
16	TRUSTEE FROM THE TOOLROOM, by Nevil Shute.	10	17
This	July 31, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	1	28
""			
2	BORN FREE, by Joy Adamson.	2	12
""			
3	FOLK MEDICINE, by Deforest Clinton Jarvis.	3	68
""			
4	HOW I MADE $2,000,000 IN THE STOCK MARKET, by Nicolas Darvas.	8	5
""			
5	I KID YOU NOT, by Jack Paar.	4	15
""			
6	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	5	13
""			
7	FELIX FRANKFURTER REMINISCES, by Felix Frankfurter.	9	6
""			
8	THE GOOD YEARS, by Walter Lord.	7	5
""			
9	MR. CITIZEN, by Harry S. Truman.	6	5
""			
10	THE CONSCIENCE OF A CONSERVATIVE, by Barry Goldwater.	11	5
""			
11	THE ENEMY WITHIN, by Robert F. Kennedy.	10	20
""			
12	THE LAW AND THE PROFITS, by C. Northcote Parkinson.	12	20
""			
13	THOMAS WOLFE, by Elizabeth Nowell.	--	1
""			
14	ENJOY, ENJOY!, by Harry Golden.	--	1
""			
15	CARP'S WASHINGTON, by Frank G. Carpenter.	13	9
""			
16	BASEBALL IS A FUNNY GAME, by Joe Garagiola.	--	2
