This	August 27, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	22
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	56
""			
3	MILA 18, by Leon Uris.	3	11
""			
4	THE EDGE OF SADNESS, by Edwin O'Connor.	4	10
""			
5	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	5	8
""			
6	THE CARPETBAGGERS, by Harold Robbins.	6	9
""			
7	TROPIC OF CANCER, by Henry Miller.	7	9
""			
8	REMBRANDT, by Gladys Schmitt.	8	6
""			
9	A SHOOTING STAR, by Wallace Stegner.	11	10
""			
10	MOTHERS AND DAUGHTERS, by Evan Hunter.	13	11
""			
11	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	9	14
""			
12	THE INCREDIBLE JOURNEY, by Sheila Burnford.	12	13
""			
13	THE LAST OF THE JUST, by Andre Schwarz-Bart.	15	41
""			
14	A SEASON OF MISTS, by Honor Tracy.	--	1
""			
15	THE OFF-ISLANDERS, by Nathaniel Benchley.	--	1
""			
16	HAWAII, by James Michener.	14	92
This	August 27, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	43
""			
2	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	3	7
""			
3	A NATION OF SHEEP, by William J. Lederer.	2	18
""			
4	THE NEW ENGLISH BIBLE; New Testament.	5	22
""			
5	INSIDE EUROPE TODAY, by John Gunther.	4	5
""			
6	RING OF BRIGHT WATER, by Gavin Maxwell.	6	25
""			
7	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	7	13
""			
8	LIFE WITH WOMEN AND HOW TO SURVIVE IT, by Joseph H. Peck.	8	11
""			
9	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	11	20
""			
10	FIRSTHAND REPORT, by Sherman Adams.	10	7
""			
11	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	9	23
""	Parks.		
""			
12	THE SPANISH CIVIL WAR, by Hugh Thomas.	16	4
""			
13	NOBODY KNOWS MY NAME, by James Baldwin.	--	1
""			
14	AMERICA -- TOO YOUNG TO DIE!, by Alex P. De Seversky.	12	4
""			
15	SKETCHES FROM LIFE, by Dean Acheson.	--	11
""			
16	THE TWENTY-SEVENTH WIFE, by Irving Wallace.	--	1
