This	June 25, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	13
""			
2	TO KILL A MOCKINGBIRD, by Harper Lee.	2	47
""			
3	THE LAST OF THE JUST, by Andre Schwarz-Bart.	3	32
""			
4	MILA 18, by Leon Uris.	10	2
""			
5	A BURNT-OUT CASE, by Graham Greene.	4	18
""			
6	THE EDGE OF SADNESS, by Edwin O'Connor.	--	1
""			
7	HAWAII, by James Michener.	5	84
""			
8	CHINA COURT, by Rumer Godden.	6	14
""			
9	THE CARPETBAGGERS, by Harold Robbins.	--	1
""			
10	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	8	5
""			
11	DON'T TELL ALFRED, by Nancy Mitford.	9	11
""			
12	THE CHATEAU, by William Maxwell.	12	11
""			
13	MIDCENTURY, by John Dos Passos.	15	15
""			
14	MOTHERS AND DAUGHTERS, by Evan Hunter.	16	3
""			
15	ADVISE AND CONSENT, by Allen Drury.	13	98
""			
16	WINNIE ILLE PU, by A.A. Milnei.	7	18
This	June 25, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	34
""			
2	THE NEW ENGLISH BIBLE; New Testament.	2	13
""			
3	A NATION OF SHEEP, by William J. Lederer.	4	9
""			
4	RING OF BRIGHT WATER, by Gavin Maxwell.	3	16
""			
5	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	6	4
""			
6	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	5	14
""	Parks.		
""			
7	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	7	11
""			
8	FATE IS THE HUNTER, by Ernest K. Gann.	9	19
""			
9	PROFILES IN COURAGE, by John F. Kennedy.	10	109
""			
10	JAPANESE INN, by Oliver Statler.	12	19
""			
11	THE SIXTH MAN, by Jess Stearn.	8	9
""			
12	SKETCHES FROM LIFE, by Dean Acheson.	13	3
""			
13	SKYLINE, by Gene Fowler.	16	19
""			
14	THE SCHOOLS, by Martin Mayer.	11	4
""			
15	LIFE WITH WOMEN AND HOW TO SURVIVE IT, by Joseph H. Peck.	--	2
""			
16	GIFTS OF PASSAGE, by Santha Rama Rau.	--	1
