This	June 12, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury.	1	44
""			
2	HAWAII, by James Michener.	2	30
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	5
""			
4	THE LINCOLN LORDS, by Cameron Hawley.	5	13
""			
5	THE CONSTANT IMAGE, by Marcia Davenport.	4	18
""			
6	TRUSTEE FROM THE TOOLROOM, by Nevil Shute.	7	10
""			
7	OURSELVES TO KNOW, by John O'Hara.	6	16
""			
8	DEAR AND GLORIOUS PHYSICIAN, by Taylor Caldwell.	--	62
""			
9	THE CHAPMAN REPORT, by Irving Wallace.	15	2
""			
10	THE AFFAIR, by C.P. Snow.	11	3
""			
11	A DISTANT TRUMPET, by Paul Horgan.	10	6
""			
12	MRS. 'ARRIS GOES TO NEW YORK, by Paul Gallico.	12	11
""			
13	THE VIEW FROM THE FORTIETH FLOOR, by Theodore H. White.	--	1
""			
14	CLEA, by Lawrence Durrell.	8	10
""			
15	THE VENUS OF KONPARA, by John Masters.	--	1
""			
16	THE DEVIL'S ADVOCATE, by Morrs L. West.	--	36
This	June 12, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	1	21
""			
2	FOLK MEDICINE, by Deforest Clinton Jarvis.	2	61
""			
3	I KID YOU NOT, by Jack Paar.	3	8
""			
4	THE LAW AND THE PROFITS, by C. Northcote Parkinson.	5	13
""			
5	THE ENEMY WITHIN, by Robert F. Kennedy.	4	13
""			
6	BORN FREE, by Joy Adamson.	6	5
""			
7	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	7	6
""			
8	HOLLYWOOD RAJAH, by Bosley Crowther.	10	9
""			
9	MY WICKED, WICKED WAYS, by Errol Flynn.	13	21
""			
10	GRANT MOVES SOUTH, by Bruce Catton.	11	16
""			
11	THE JOY OF MUSIC, by Leonard Bernstein.	--	24
""			
12	ACT ONE, by Moss Hart.	9	37
""			
13	PERLE, by Perle Mesta with Robert Cahn.	8	5
""			
14	CARP'S WASHINGTON, by Frank G. Carpenter.	14	3
""			
15	1600 PENNSYLVANIA AVENUE, by Walter Johnson.	--	1
""			
16	MEYER BERGER'S NEW YORK, by Meyer Berger.	12	7
