This	January 19, 1969	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SALZBURG CONNECTION, by Helen MacInnes.	1	18
""			
2	A SMALL TOWN IN GERMANY, by John le Carré.	2	11
""			
3	AIRPORT, by Arthur Hailey.	4	43
""			
4	PRESERVE AND PROTECT, by Allen Drury.	3	17
""			
5	THE FIRST CIRCLE, by Alexander Solzhenitsyn.	6	14
""			
6	THE HURRICANE YEARS, by Cameron Hawley.	5	14
""			
7	FORCE 10 FROM NAVARONE, by Alistair MacLean.	7	5
""			
8	TESTIMONY OF TWO MEN, by Taylor Caldwell.	8	36
""			
9	THE BEASTLY BEATITUDES OF BALTHAZAR B., by J.P. Donleavy.	--	1
""			
10	A WORLD OF PROFIT, by Louis Auchincloss.	--	2
This	January 19, 1969	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	"THE MONEY GAME, by ""Adam Smith""."	1	31
""			
2	INSTANT REPLAY, by Jerry Kramer.	2	11
""			
3	MEMOIRS: SIXTY YEARS ON THE FIRING LINE, by Arthur Krock.	3	14
""			
4	ON REFLECTION, by Helen Hayes and Sandford Dody.	4	10
""			
5	THE ARMS OF KRUPP, by William Manchester.	5	6
""			
6	THE RICH AND THE SUPER-RICH, by Ferdinand Lundberg.	6	27
""			
7	THE DAY KENNEDY WAS SHOT, by Jim Bishop.	9	5
""			
8	OF DIAMONDS & DIPLOMATS, by Letitia Baldrige.	--	13
""			
9	THE BOGEY MAN, by George Plimpton.	--	3
""			
10	ANTI-MEMOIRS, by Andre Malraux.	8	9
