This	October 22, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	30
""			
2	FRANNY AND ZOOEY, by J.D. Salinger.	2	5
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	3	64
""			
4	THE CARPETBAGGERS, by Harold Robbins.	4	17
""			
5	MILA 18, by Leon Uris.	5	19
""			
6	THE EDGE OF SADNESS, by Edwin O'Connor.	8	18
""			
7	CLOCK WITHOUT HANDS, by Carson McCullers.	9	8
""			
8	TROPIC OF CANCER, by Henry Miller.	6	17
""			
9	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	7	16
""			
10	THE WHITE RAJAH, by Nicholas Monsarrat.	--	1
""			
11	REMBRANDT, by Gladys Schmitt.	11	14
""			
12	CHAIRMAN OF THE BORED, by Edward Streeter.	12	3
""			
13	THE INCREDIBLE JOURNEY, by Sheila Burnford.	10	21
""			
14	SPIRIT LAKE, by MacKinlay Kantor.	--	1
""			
15	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	15	22
""			
16	THE HOUSE AT OLD VINE, by Norah Lofts.	14	4
This	October 22, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	1	15
""			
2	A NATION OF SHEEP, by William J. Lederer.	2	26
""			
3	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	3	51
""			
4	INSIDE EUROPE TODAY, by John Gunther.	4	13
""			
5	CITIZEN HEARST, by W.A. Swanberg.	6	5
""			
6	THE NEW ENGLISH BIBLE; New Testament.	5	30
""			
7	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	9	21
""			
8	RING OF BRIGHT WATER, by Gavin Maxwell.	7	33
""			
9	THE AGE OF REASON BEGINS, by Will and Ariel Durant.	14	5
""			
10	KIDNAP, by George Waller.	8	6
""			
11	A MATTER OF LIFE AND DEATH, by Virgilia Peterson.	13	3
""			
12	THE SHEPPARD MURDER CASE, by Paul Holmes.	10	8
""			
13	THE SPANISH CIVIL WAR, by Hugh Thomas.	12	12
""			
14	NOBODY KNOWS MY NAME, by James Baldwin.	11	9
""			
15	I SHOULD HAVE KISSED HER MORE, by Alexander King.	--	1
""			
16	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	--	23
