This	August 5, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	17
""			
2	DEARLY BELOVED, by Anne Morrow Lindbergh.	3	8
""			
3	YOUNGBLOOD HAWKE, by Herman Wouk.	2	11
""			
4	THE REIVERS, by William Faulkner.	6	7
""			
5	UHURU, by Robert Ruark.	4	7
""			
6	THE PRIZE, by Irving Wallace.	5	7
""			
7	ANOTHER COUNTRY, by James Baldwin.	7	5
""			
8	THE AGONY AND THE ECSTASY, by Irving Stone.	8	71
""			
9	FRANNY AND ZOOEY, by J.D. Salinger.	9	46
""			
10	LETTING GO, by Philip Roth.	10	5
""			
11	PORTRAIT IN BROWNSTONE, by Louis Auchincloss.	15	2
""			
12	THE BIG LAUGH, by John O'Hara.	11	10
""			
13	DEVIL WATER, by Anya Seton.	13	21
""			
14	THE BULL FROM THE SEA, by Mary Renault.	12	23
""			
15	THE GOLDEN RENDEZVOUS, by Alistair MacLean.	14	4
""			
16	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	--	22
This	August 5, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	1	22
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	36
""			
3	THE GUNS OF AUGUST, by Barbara W. Tuchman.	4	25
""			
4	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	5	11
""			
5	CALORIES DON'T COUNT, by Herman Taller.	3	35
""			
6	IN THE CLEARING, by Robert Frost.	6	17
""			
7	CONVERSATION WITH STALIN, by Milovan Djilas.	7	10
""			
8	ONE MAN'S FREEDOM, by Edward Bennett Williams.	12	5
""			
9	VEECK -- AS IN WRECK, by Bill Veeck.	10	2
""			
10	MEN AND DECISIONS, by Lewis L. Strauss.	9	2
""			
11	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	8	6
""			
12	JFK COLORING BOOK, by Jackie Kannon.	14	4
""			
13	WHY NOT VICTORY?, by Barry M. Goldwater.	15	11
""			
14	THE NEW ENGLISH BIBLE; New Testament.	16	71
""			
15	SIX CRISES, by Richard Nixon.	11	18
""			
16	A THOUSAND SPRINGS, by Anna Chennault.	--	2
