This	April 30, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	5
""			
2	THE LAST OF THE JUST, by Andre Schwarz-Bart.	2	24
""			
3	A BURNT-OUT CASE, by Graham Greene.	3	10
""			
4	HAWAII, by James Michener.	4	76
""			
5	TO KILL A MOCKINGBIRD, by Harper Lee.	6	39
""			
6	ADVISE AND CONSENT, by Allen Drury.	5	90
""			
7	CHINA COURT, by Rumer Godden.	8	6
""			
8	MIDCENTURY, by John Dos Passos.	7	7
""			
9	DON'T TELL ALFRED, by Nancy Mitford.	11	3
""			
10	WINNIE ILLE PU, by A.A. Milnei.	9	10
""			
11	MANILA GALLEON, by F. Van Wyck Mason.	10	6
""			
12	THE CHATEAU, by William Maxwell.	12	3
""			
13	POMP AND CIRCUMSTANCE, by Noel Coward.	15	22
""			
14	NOT TO THE SWIFT, by Tristan Coffin.	--	1
""			
15	HEAVEN HAS NO FAVORITES, by Erich Maria Remarque.	--	1
""			
16	DECISION AT DELPHI, by Helen MacInnes.	14	25
This	April 30, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	26
""			
2	THE NEW ENGLISH BIBLE; New Testament.	2	5
""			
3	RING OF BRIGHT WATER, by Gavin Maxwell.	3	8
""			
4	FATE IS THE HUNTER, by Ernest K. Gann.	4	11
""			
5	WHO KILLED SOCIETY? by Cleveland Amory.	5	18
""			
6	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	8	6
""	Parks.		
""			
7	JAPANESE INN, by Oliver Statler.	7	11
""			
8	SKYLINE, by Gene Fowler.	6	11
""			
9	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	15	3
""			
10	PROFILES IN COURAGE, by John F. Kennedy.	11	101
""			
11	THE WASTE MAKERS, by Vance Packard.	9	31
""			
12	THE SIXTH MAN, by Jess Stearn.	--	1
""			
13	THE WHITE NILE, by Alan Moorehead.	10	14
""			
14	THE FROG POND, by Joyce MacIver.	12	4
""			
15	A NATION OF SHEEP, by William J. Lederer.	--	1
""			
16	DR. TOM DOOLEY'S THREE GREAT BOOKS, by Dr. Tom Dooley.	13	5
