This	June 19, 1960	Last	Weeks
Week	Fiction	Week	On List
""			
1	ADVISE AND CONSENT, by Allen Drury.	1	45
""			
2	HAWAII, by James Michener.	2	31
""			
3	THE LEOPARD, by Guiseppe di Lampedusa.	3	6
""			
4	THE CONSTANT IMAGE, by Marcia Davenport.	5	19
""			
5	TRUSTEE FROM THE TOOLROOM, by Nevil Shute.	6	11
""			
6	THE AFFAIR, by C.P. Snow.	10	4
""			
7	THE LINCOLN LORDS, by Cameron Hawley.	4	14
""			
8	THE CHAPMAN REPORT, by Irving Wallace.	9	3
""			
9	THE VIEW FROM THE FORTIETH FLOOR, by Theodore H. White.	13	2
""			
10	A DISTANT TRUMPET, by Paul Horgan.	11	7
""			
11	OURSELVES TO KNOW, by John O'Hara.	7	17
""			
12	CLEA, by Lawrence Durrell.	14	11
""			
13	MY BROTHER MICHAEL, by Mary Stewart.	--	8
""			
14	MRS. 'ARRIS GOES TO NEW YORK, by Paul Gallico.	12	12
""			
15	SOUTH OF THE ANGELS, by Jessamyn West.	--	5
""			
16	THE INTERNS, by Richard Frede.	--	1
This	June 19, 1960	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MAY THIS HOUSE BE SAFE FROM TIGERS, by Alexander King.	1	22
""			
2	FOLK MEDICINE, by Deforest Clinton Jarvis.	2	62
""			
3	I KID YOU NOT, by Jack Paar.	3	9
""			
4	THE ENEMY WITHIN, by Robert F. Kennedy.	5	14
""			
5	BORN FREE, by Joy Adamson.	6	6
""			
6	THE LAW AND THE PROFITS, by C. Northcote Parkinson.	4	14
""			
7	THE NIGHT THEY BURNED THE MOUNTAIN, by Thomas A. Dooley.	7	7
""			
8	ACT ONE, by Moss Hart.	12	38
""			
9	HOLLYWOOD RAJAH, by Bosley Crowther.	8	10
""			
10	PERLE, by Perle Mesta with Robert Cahn.	13	6
""			
11	DEMPSEY BY THE MAN HIMSELF, by Jack Dempsey, Bob Considine and Bill	--	1
""	Slocum.		
""			
12	CARP'S WASHINGTON, by Frank G. Carpenter.	14	4
""			
13	THAT CERTAIN SOMETHING, by Arlene Francis.	--	1
""			
14	MY WICKED, WICKED WAYS, by Errol Flynn.	9	22
""			
15	GRANT MOVES SOUTH, by Bruce Catton.	10	17
""			
16	THE JOY OF MUSIC, by Leonard Bernstein.	11	25
