This	March 13, 1966	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SOURCE, by James Michener.	1	42
""			
2	THE DOUBLE IMAGE, by Helen MacInnes.	3	7
""			
3	THOSE WHO LOVE, by Irving Stone.	2	20
""			
4	THE EMBEZZLER, by Louis Auchincloss.	4	4
""			
5	THE COMEDIANS, by Graham Greene.	7	4
""			
6	UP THE DOWN STAIRCASE, by Bel Kaufman.	5	53
""			
7	THE BILLION DOLLAR BRAIN, by Len Deighton.	8	7
""			
8	THE LOCKWOOD CONCERN, by John O'Hara.	6	13
""			
9	VALLEY OF THE DOLLS, by Jacqueline Susann.	--	1
""			
10	AIRS ABOVE THE GROUND, by Mary Stewart.	9	25
This	March 13, 1966	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IN COLD BLOOD, by Truman Capote.	1	8
""			
2	THE PROUD TOWER, by Barbara W. Tuchman.	3	7
""			
3	A THOUSAND DAYS, by Arthur M. Schlesinger Jr.	2	15
""			
4	GAMES PEOPLE PLAY, by Eric Berne.	4	33
""			
5	A GIFT OF PROPHECY, by Ruth Montgomery.	5	29
""			
6	THE LAST HUNDRED DAYS, by John Toland.	7	2
""			
7	KENNEDY, by Theodore C. Sorensen.	6	22
""			
8	YES I CAN, by Sammy Davis and Jane and Burt Boyar.	8	22
""			
9	THE PENKOVSKIY PAPERS, by Oleg Vladimirovich Penkovskiy.	9	12
""			
10	IS PARIS BURNING?, by Larry Collins and Dominique Lapierre.	--	37
