This	July 12, 1964	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SPY WHO CAME IN FROM THE COLD, by John le Carré.	1	26
""			
2	ARMEGEDDON, by Leon Uris.	4	4
""			
3	CANDY, by Terry Southern and Mason Hoffenberg.	3	7
""			
4	CONVENTION, by Fletcher Knebel and Charles W. Bailey II.	2	16
""			
5	JULIAN, by Gore Vidal.	7	4
""			
6	A NIGHT IN LISBON, by Erich Maria Remarque.	5	13
""			
7	THE SPIRE, by William Golding.	6	9
""			
8	THE GROUP, by Mary McCarthy.	8	45
""			
9	VON RYAN'S EXPRESS, by David Westheimer.	9	20
""			
10	THE 480, by Eugene Burdick.	--	1
This	July 12, 1964	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	A MOVEABLE FEAST, by Ernest Hemingway.	1	8
""			
2	FOUR DAYS, U.P.I. and American Heritage Magazine.	2	22
""			
3	DIPLOMAT AMONG WARRIORS, by Robert Daniel Murphy.	3	18
""			
4	A DAY IN THE LIFE OF PRESIDENT KENNEDY, by Jim Bishop.	4	18
""			
5	THE INVISIBLE GOVERNMENT, by David Wise and Thomas B. Ross.	7	2
""			
6	A TRIBUTE TO JOHN F. KENNEDY, by Pierre Salinger and Sander Vanocur.	6	3
""			
7	THE NAKED SOCIETY, by Vance Packard.	5	14
""			
8	MY YEARS WITH GENERAL MOTORS, by Alfred P. Sloan.	--	21
""			
9	WHEN THE CHEERING STOPPED, by Gene Smith.	6	15
""			
10	THE BAY OF PIGS, by Haynes Johnson.	--	1
