This	February 11, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	FRANNY AND ZOOEY, by J.D. Salinger.	1	21
""			
2	THE AGONY AND THE ECSTASY, by Irving Stone.	2	46
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	3	80
""			
4	A PROLOGUE TO LOVE, by Taylor Caldwell.	5	11
""			
5	LITTLE ME, by Patrick Dennis.	4	15
""			
6	DAUGHTER OF SILENCE, by Morris L. West.	6	10
""			
7	SPIRIT LAKE, by MacKinlay Kantor.	8	17
""			
8	CHAIRMAN OF THE BORED, by Edward Streeter.	7	19
""			
9	THE IVY TREE, by Mary Stewart.	9	5
""			
10	THE CARPETBAGGERS, by Harold Robbins.	10	33
""			
11	THE INCREDIBLE JOURNEY, by Sheila Burnford.	12	35
""			
12	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	13	3
""			
13	TWILIGHT OF HONOR, by Al Dewlen.	--	1
""			
14	KIRKLAND REVELS, by Victoria Holt.	--	1
""			
15	I MET A LADY, by Howard Spring.	15	7
""			
16	THE JUDAS TREE, by A.J. Cronin.	11	14
This	February 11, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MY LIFE IN COURT, by Louis Nizer.	1	11
""			
2	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	2	31
""			
3	CALORIES DON'T COUNT, by Herman Taller.	3	10
""			
4	LIVING FREE, by Joy Adamson.	4	15
""			
5	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	5	67
""			
6	A NATION OF SHEEP, by William J. Lederer.	7	42
""			
7	MY SABER IS BENT, by Jack Paar.	8	7
""			
8	THE NEW ENGLISH BIBLE; New Testament.	6	46
""			
9	CITIZEN HEARST, by W.A. Swanberg.	10	21
""			
10	THE COMING FURY, by Bruce Catton.	9	13
""			
11	BEFORE I SLEEP, by James Monahan.	11	6
""			
12	I SHOULD HAVE KISSED HER MORE, by Alexander King.	12	17
""			
13	PT 109, by Robert J. Donovan.	13	7
""			
14	CIA: THE INSIDE STORY, by Andrew Tully.	--	1
""			
15	BUT NOT IN SHAME, by John Toland.	16	5
""			
16	RING OF BRIGHT WATER, by Gavin Maxwell.	14	48
