This	November 11, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	A SHADE OF DIFFERENCE, by Allen Drury.	1	6
""			
2	SEVEN DAYS IN MAY, by Fletcher Knebel and Charles W. Bailey II.	2	8
""			
3	SHIP OF FOOLS, by Katherine Anne Porter.	3	31
""			
4	THE PRIZE, by Irving Wallace.	4	21
""			
5	DEARLY BELOVED, by Anne Morrow Lindbergh.	5	22
""			
6	THE THIN RED LINE, by James Jones.	6	7
""			
7	WHERE LOVE HAS GONE, by Harold Robbins.	7	2
""			
8	FAIL-SAFE, by Eugene Burdick and Harvey Wheeler.	13	2
""			
9	ANOTHER COUNTRY, by James Baldwin.	8	19
""			
10	YOUNGBLOOD HAWKE, by Herman Wouk.	9	25
""			
11	ACT OF ANGER, by Bart Spicer.	10	11
""			
12	THE REIVERS, by William Faulkner.	11	21
""			
13	UHURU, by Robert Ruark.	12	21
""			
14	GABRIELA, CLOVE AND CINNAMON, by Jorge Amado.	14	5
""			
15	WE HAVE ALWAYS LIVED IN THE CASTLE, by Shirley Jackson.	15	2
""			
16	MAGNIFICENT DESTINY, by Paul I. Wellman.	16	12
This	November 11, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SILENT SPRING, by Rachel Carson.	1	6
""			
2	TRAVELS WITH CHARLEY, by John Steinbeck.	2	14
""			
3	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	3	25
""			
4	THE ROTHSCHILDS, by Frederic Morton.	4	36
""			
5	MY LIFE IN COURT, by Louis Nizer.	5	50
""			
6	SEX AND THE SINGLE GIRL, by Helen Gurley Brown.	6	20
""			
7	THE BLUE NILE, by Alan Moorehead.	7	11
""			
8	WHO'S IN CHARGE HERE?, by Gerald C. Gardner.	8	14
""			
9	FINAL VERDICT, by Adela Rogers St. Johns.	9	9
""			
10	THE GUNS OF AUGUST, by Barbara W. Tuchman.	10	39
""			
11	LETTERS FROM THE EARTH, by Mark Twain.	11	4
""			
12	A STUDY OF COMMUNISM, by J. Edgar Hoover.	12	4
""			
13	MEN AND DECISIONS, by Lewis L. Strauss.	13	15
""			
14	VEECK -- AS IN WRECK, by Bill Veeck.	14	15
""			
15	IN-LAWS AND OUTLAWS, by C. Northcote Parkinson.	15	8
""			
16	WILL ROGERS, by Donald Day.	16	7
