This	June 24, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	1	11
""			
2	YOUNGBLOOD HAWKE, by Herman Wouk.	2	5
""			
3	FRANNY AND ZOOEY, by J.D. Salinger.	4	40
""			
4	THE BULL FROM THE SEA, by Mary Renault.	3	17
""			
5	DEVIL WATER, by Anya Seton.	6	15
""			
6	THE AGONY AND THE ECSTASY, by Irving Stone.	5	65
""			
7	THE BIG LAUGH, by John O'Hara.	8	4
""			
8	DEARLY BELOVED, by Anne Morrow Lindbergh.	12	2
""			
9	UHURU, by Robert Ruark.	--	1
""			
10	THE REIVERS, by William Faulkner.	--	1
""			
11	HORNSTEIN'S BOY, by Robert Traver.	9	10
""			
12	THE FOX IN THE ATTIC, by Richard Hughes.	7	18
""			
13	A PROLOGUE TO LOVE, by Taylor Caldwell.	11	30
""			
14	THE PRIZE, by Irving Wallace.	--	1
""			
15	ISLAND, by Aldous Huxley.	--	10
""			
16	CHAIRMAN OF THE BORED, by Edward Streeter.	10	38
This	June 24, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROTHSCHILDS, by Frederic Morton.	2	16
""			
2	CALORIES DON'T COUNT, by Herman Taller.	1	29
""			
3	MY LIFE IN COURT, by Louis Nizer.	3	30
""			
4	IN THE CLEARING, by Robert Frost.	4	11
""			
5	THE GUNS OF AUGUST, by Barbara W. Tuchman.	5	19
""			
6	SIX CRISES, by Richard Nixon.	6	12
""			
7	CONVERSATION WITH STALIN, by Milovan Djilas.	11	4
""			
8	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	10	50
""			
9	O YE JIGS & JULEPS!, by Virginia Cary Hudson.	7	5
""			
10	SCOTT FITZGERALD, by Andrew Turnbull.	8	13
""			
11	THE NEW ENGLISH BIBLE; New Testament.	9	65
""			
12	A BRIDGE FOR PASSING, by Pearl S. Buck.	13	9
""			
13	EVERY FRENCHMAN HAS ONE, by Olivia De Havilland.	--	1
""			
14	WHY NOT VICTORY?, by Barry M. Goldwater.	14	5
""			
15	GEORGE: AN EARLY AUTOBIOGRAPHY, by Emlyn Williams.	--	2
""			
16	O'NEILL, by Arthur and Barbara Gelb.	--	8
