This	August 13, 1961	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE AGONY AND THE ECSTASY, by Irving Stone.	1	20
""			
2	MILA 18, by Leon Uris.	3	9
""			
3	TO KILL A MOCKINGBIRD, by Harper Lee.	2	54
""			
4	THE EDGE OF SADNESS, by Edwin O'Connor.	4	8
""			
5	THE WINTER OF OUR DISCONTENT, by John Steinbeck.	5	6
""			
6	TROPIC OF CANCER, by Henry Miller.	6	7
""			
7	THE CARPETBAGGERS, by Harold Robbins.	7	7
""			
8	REMBRANDT, by Gladys Schmitt.	8	4
""			
9	MOTHERS AND DAUGHTERS, by Evan Hunter.	11	9
""			
10	A JOURNEY TO MATECUMBE, by Robert Lewis Taylor.	10	12
""			
11	THE LAST OF THE JUST, by Andre Schwarz-Bart.	16	39
""			
12	A BURNT-OUT CASE, by Graham Greene.	15	25
""			
13	THE CHATEAU, by William Maxwell.	--	13
""			
14	CHINA COURT, by Rumer Godden.	14	20
""			
15	THE INCREDIBLE JOURNEY, by Sheila Burnford.	12	11
""			
16	SO IT WAS JUST A SIMPLE WEDDING, by Sara Kasdan.	--	1
This	August 13, 1961	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	1	41
""			
2	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	5	5
""			
3	A NATION OF SHEEP, by William J. Lederer.	2	16
""			
4	THE NEW ENGLISH BIBLE; New Testament.	3	20
""			
5	RING OF BRIGHT WATER, by Gavin Maxwell.	4	23
""			
6	INSIDE EUROPE TODAY, by John Gunther.	7	3
""			
7	RUSSIA AND THE WEST UNDER LENIN AND STALIN, by George F. Kennan.	6	11
""			
8	LIFE WITH WOMEN AND HOW TO SURVIVE IT, by Joseph H. Peck.	8	9
""			
9	MY THIRTY YEARS BACKSTAIRS AT THE WHITE HOUSE, by Lilian Rogers	10	21
""	Parks.		
""			
10	FIRSTHAND REPORT, by Sherman Adams.	11	5
""			
11	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	9	18
""			
12	THESE RUINS ARE INHABITED, by Muriel Beadle.	--	3
""			
13	AMERICA -- TOO YOUNG TO DIE!, by Alex P. De Seversky.	12	2
""			
14	THE SIXTH MAN, by Jess Stearn.	--	13
""			
15	SKETCHES FROM LIFE, by Dean Acheson.	15	10
""			
16	THE SPANISH CIVIL WAR, by Hugh Thomas.	16	2
