This	April 29, 1962	Last	Weeks
Week	Fiction	Week	On List
""			
1	SHIP OF FOOLS, by Katherine Anne Porter.	5	3
""			
2	FRANNY AND ZOOEY, by J.D. Salinger.	1	32
""			
3	THE FOX IN THE ATTIC, by Richard Hughes.	3	10
""			
4	THE AGONY AND THE ECSTASY, by Irving Stone.	4	57
""			
5	THE BULL FROM THE SEA, by Mary Renault.	2	9
""			
6	DEVIL WATER, by Anya Seton.	6	7
""			
7	A PROLOGUE TO LOVE, by Taylor Caldwell.	7	22
""			
8	TO KILL A MOCKINGBIRD, by Harper Lee.	8	91
""			
9	ISLAND, by Aldous Huxley.	12	3
""			
10	CAPTAIN NEWMAN, M.D., by Leo Calvin Rosten.	9	14
""			
11	CHAIRMAN OF THE BORED, by Edward Streeter.	10	30
""			
12	THE IVY TREE, by Mary Stewart.	11	16
""			
13	HORNSTEIN'S BOY, by Robert Traver.	13	2
""			
14	PIGEON FEATHERS, by John Updike.	15	2
""			
15	CAPITOL HILL, by Andrew Tully.	--	3
""			
16	DAUGHTER OF SILENCE, by Morris L. West.	14	21
This	April 29, 1962	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	CALORIES DON'T COUNT, by Herman Taller.	1	21
""			
2	MY LIFE IN COURT, by Louis Nizer.	2	22
""			
3	THE ROTHSCHILDS, by Frederic Morton.	3	8
""			
4	THE GUNS OF AUGUST, by Barbara W. Tuchman.	4	11
""			
5	SIX CRISES, by Richard Nixon.	5	4
""			
6	IN THE CLEARING, by Robert Frost.	7	3
""			
7	SCOTT FITZGERALD, by Andrew Turnbull.	9	5
""			
8	THE MAKING OF THE PRESIDENT 1960, by Theodore H. White.	6	42
""			
9	THE LAST PLANTAGENETS, by Thomas B. Costain.	8	11
""			
10	THE NEW ENGLISH BIBLE; New Testament.	11	57
""			
11	CIA: THE INSIDE STORY, by Andrew Tully.	10	12
""			
12	BEFORE I SLEEP, by James Monahan.	13	17
""			
13	MIRROR, MIRROR ON THE WALL, by Gayelord Hauser.	15	29
""			
14	THE RISE AND FALL OF THE THIRD REICH, by William L. Shirer.	12	78
""			
15	A BRIDGE FOR PASSING, by Pearl S. Buck.	--	1
""			
16	O'NEILL, by Arthur and Barbara Gelb.	--	1
